"Splunk_Instance","Splunk_Roles",app,sharing,stanza,attribute,value,author,type,updated
CM1,"PROD-CM-1|cluster_master|search_head",system,system,"sendmail_syslog","REPORT-syslog","sendmail-extractions",system,"Uses transform","1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head",system,system,snort,"REPORT-tcp","tcpdump-endpoints, colon-kv",system,"Uses transform","1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head",system,system,"source::....(?i)(evt|evtx)(.\d+)?","REPORT-MESSAGE","wel-message, wel-eq-kv, wel-col-kv",system,"Uses transform","1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head",system,system,"source::PerfmonMk...","EXTRACT-collection,category,object","collection=\""?(?P<collection>[^\""\n]+)\""?\ncategory=\""?(?P<category>[^\""\n]+)\""?\nobject=\""?(?P<object>[^\""\n]+)\""?\n",system,Inline,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head",system,system,"source::WMI...","REPORT-MESSAGE","wel-message, wel-eq-kv, wel-col-kv",system,"Uses transform","1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head",system,system,"source::WinEventLog...","REPORT-MESSAGE","wel-message, wel-eq-kv, wel-col-kv",system,"Uses transform","1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head",system,system,"splunk_search_messages","EXTRACT-log_level","(?i)^(?:[^ ]* ){2}(?:[+\-]\d+ )?(?P<log_level>[^ ]*)",system,Inline,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head",system,system,"splunk_search_messages","EXTRACT-message",".*?(message=)(?<message>.*)$",system,Inline,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head",system,system,"splunk_web_access","EXTRACT-extract_spent","\s(?<spent>\d+(\.\d+)?)ms$",system,Inline,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head",system,system,"splunk_web_access","REPORT-access","access-extractions",system,"Uses transform","1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head",system,system,"splunk_web_service","REPORT-fields","splunk-service-extractions",system,"Uses transform","1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head",system,system,"splunkd_access","REPORT-access","access-extractions, extract_spent",system,"Uses transform","1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head",system,system,"splunkd_remote_searches","REPORT-fields","remote_searches_extractions_starting,remote_searches_extractions_terminated",system,"Uses transform","1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head",system,system,"splunkd_ui_access","REPORT-access","access-extractions, extract_spent",system,"Uses transform","1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head",system,system,stash,"REPORT-1","stash_extract",system,"Uses transform","1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head",system,system,syslog,"REPORT-syslog","syslog-extractions",system,"Uses transform","1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head",system,system,tcp,"REPORT-tcp","tcpdump-endpoints, colon-kv",system,"Uses transform","1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head",system,system,"weblogic_stdout","REPORT-st","weblogic-code",system,"Uses transform","1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head",system,system,"websphere_activity","REPORT-st","colon-line",system,"Uses transform","1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head",system,system,"websphere_trlog","REPORT-st","was-trlog-code",system,"Uses transform","1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head",system,system,"windows_snare_syslog","REPORT-syslog","syslog-extractions",system,"Uses transform","1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","ta-confversion",app,audittrail,"EXTRACT-z1conffile","path=\"".+\/(?P<conf_app>[^\/]+)\/(?P<conf_context>local|default)\/(?P<conf_file>[^\/]+\.conf)\""",system,Inline,"2018-09-28T09:58:52+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","ta-confversion",global,"splunk_conf_file","EXTRACT-00confdata","(\s*\[[^\r\n]+([\r\n]+)?)?(?<conf_data>(.*([\r\n]+)?)+)",system,Inline,"2019-11-25T03:09:48+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","ta-confversion",global,"splunk_conf_file","EXTRACT-00systemconffile","\/etc\/(?<conf_scope>system)\/[^\/]+\/[^\/]+?\.(conf|meta)$ in source",system,Inline,"2019-11-25T03:09:48+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","ta-confversion",global,"splunk_conf_file","EXTRACT-00userconffile","\/etc\/(?<conf_scope>users)\/(?<conf_user>[^\/]+)\/[^\/]+\/[^\/]+\/[^\/]+?\.(conf|meta)$ in source",system,Inline,"2019-11-25T03:09:48+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","ta-confversion",global,"splunk_conf_file","EXTRACT-01conffile","\/(?<conf_scope>[^\/]+)\/(?P<conf_app>[^\/]+)\/(?P<conf_context>local|default|metadata)/(?P<conf_file>[^\/]+\.(conf|meta))$ in source",system,Inline,"2019-11-25T03:09:48+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","ta-confversion",global,"splunk_conf_file","EXTRACT-confstanza","^\s*\[(?P<conf_stanza>[^\]]+)($|\].*$)",system,Inline,"2019-11-25T03:09:48+00:00"
ES,"PROD-ES-1|search_head","SA-NetworkProtection",global,"Whois:System","REPORT-fields_for_whois_system","created_for_whois_system,domain_for_whois_system,expires_for_whois_system,nameservers_for_whois_system_multiline,nameservers_for_whois_system,registrant_for_whois_system,registrar_for_whois_system,status_for_whois_system,updated_for_whois_system",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","SA-ThreatIntelligence",global,"incident_review","REPORT-kv_for_incident_review","kv_for_incident_review",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","SA-ThreatIntelligence",global,"notable_event_suppression","REPORT-signature_for_nes","signature_for_nes_autodisable",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","SA-ThreatIntelligence",global,"notable_event_suppression","REPORT-suppression_for_nes","suppression_for_nes_audit",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","SA-ThreatIntelligence",global,"notable_event_suppression:edit","REPORT-suppression_for_nes_edit","suppression_for_nes_audit",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","SA-ThreatIntelligence",global,"notable_event_suppression:list","REPORT-suppression_for_nes_list","suppression_for_nes_audit",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","SA-ThreatIntelligence",global,"source::...- Rule","REPORT-orig_splunk_server-orig_index-orig_event_hash_for_notable","orig_splunk_server-orig_index-orig_event_hash_for_notable",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","SA-ThreatIntelligence",global,"source::...- Rule","REPORT-zdrilldown_search_for_notable","drilldown_search_for_notable",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","SA-ThreatIntelligence",global,"source::...- Rule","REPORT-zrule_description_for_notable","rule_description_for_notable",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_SA_CIM",global,audittrail,"REPORT-1vendor_object_category-vendor_status_for_splunk_endpoint_change","vendor_object_category-vendor_status-for_splunk_endpoint_change",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_SA_CIM",global,audittrail,"REPORT-2vendor_object-vendor_object_path_for_splunk_endpoint_change","vendor_object-vendor_object_path-for_splunk_endpoint_change",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_SA_CIM",global,audittrail,"REPORT-search_for_audittrail","search_for_audittrail",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_SA_CIM",global,"splunk_web_access","REPORT-app-view_for_splunk_web_access","app-view_for_splunk_web_access",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_SA_CIM",global,splunkd,"REPORT-signature_for_sendmodalert","signature_for_sendmodalert",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_cisco-asa",global,"cisco:asa","EXTRACT-cisco_asa_change_analysis_command","\s+executed(?:\sthe)?\s+['""](?<command>[^'""]+)['""]",system,Inline,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_cisco-asa",global,"cisco:asa","EXTRACT-cisco_asa_change_analysis_module_object_id","\%ASA-\d-5050\d\d:\s+Module\s+(?<object_id>[^\s,]+)",system,Inline,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_cisco-asa",global,"cisco:asa","EXTRACT-cisco_asa_change_analysis_src","\s+from\s+IP\s+(?<src>[^,\s]+),",system,Inline,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_cisco-asa",global,"cisco:asa","EXTRACT-cisco_asa_fw_group_policy","group\spolicy\sfor\suser\s\S+\sis\sbeing\sset\sto\s(?<group_policy>\w+)",system,Inline,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_cisco-asa",global,"cisco:asa","EXTRACT-cisco_asa_fw_group_policy_again","group\spolicy\s\((?<group_policy>[^\)]*)\)\sfor",system,Inline,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_cisco-asa",global,"cisco:asa","REPORT-access_list_for_cisco_asa","cisco_fw_access-list",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_cisco-asa",global,"cisco:asa","REPORT-action_for_cisco_asa","cisco_asa_vendor_action",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_cisco-asa",global,"cisco:asa","REPORT-bytes_for_cisco_asa","cisco_bytes_in",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_cisco-asa",global,"cisco:asa","REPORT-cisco_action_success_for_auth_vendor_action","cisco_asa_vendor_action_for_performance",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_cisco-asa",global,"cisco:asa","REPORT-cisco_action_teardown_vendor_action","cisco_action_teardown_vendor_action",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_cisco-asa",global,"cisco:asa","REPORT-cisco_asa_web_vendor_action","cisco_asa_web_vendor_action",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_cisco-asa",global,"cisco:asa","REPORT-cisco_fw_authentication_action_vendor_action","cisco_fw_authentication_action_vendor_action",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_cisco-asa",global,"cisco:asa","REPORT-cisco_fw_auto_kv","cisco_fw_kv_1, cisco_fw_kv_2,cisco_fw_kv_3,cisco_fw_kv_4",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_cisco-asa",global,"cisco:asa","REPORT-cisco_fw_misc","cisco_fw_duration",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_cisco-asa",global,"cisco:asa","REPORT-cisco_fw_msg","cisco_fw_msg",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_cisco-asa",global,"cisco:asa","REPORT-cisco_fw_user-identity_vendor_action","cisco_fw_user_identity_vendor_action",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_cisco-asa",global,"cisco:asa","REPORT-direction_for_cisco_asa","direction_for_cisco",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_cisco-asa",global,"cisco:asa","REPORT-dvc_for_cisco_asa","cisco_dvc",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_cisco-asa",global,"cisco:asa","REPORT-eventinfo_for_cisco_asa","cisco_eventinfo",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_cisco-asa",global,"cisco:asa","REPORT-eventinfo_for_cisco_asa_message_id","cisco_eventinfo_message_id",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_cisco-asa",global,"cisco:asa","REPORT-foreign_addr_port_for_cisco_asa","cisco_foreign_addr_port_ipv4",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_cisco-asa",global,"cisco:asa","REPORT-icmp_type_code_rule_type_asa","icmp_type_icmp_code_rule_type_for_cisco, icmp_type_icmp_code_rule_type_for_cisco_1",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_cisco-asa",global,"cisco:asa","REPORT-intrusion_signature_for_cisco_asa","cisco_asa_intrusion_signature",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_cisco-asa",global,"cisco:asa","REPORT-local_addr_port_for_cisco_asa","cisco_local_addr_port_ipv4",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_cisco-asa",global,"cisco:asa","REPORT-reverse_src_dest_for_outbound","reverse_src_dest_for_outbound",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_cisco-asa",global,"cisco:asa","REPORT-session_id_for_cisco_asa","cisco_fw_connection",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_cisco-asa",global,"cisco:asa","REPORT-severity_category_for_cisco_asa","cisco_asa_vendor_severity_category",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_cisco-asa",global,"cisco:asa","REPORT-src_dest_for_cisco_asa","cisco_source_ipv4, cisco_destination_ipv4, cisco_destination_ipv4_1, cisco_src_dest_ipv4, cisco_from_to_ipv4, cisco_public_addr_port_ipv4",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_cisco-asa",global,"cisco:asa","REPORT-transport_for_cisco_asa","transport_for_cisco",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_cisco-asa",global,"cisco:asa","REPORT-user_for_cisco_asa","user_for_cisco, uname_for_cisco",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_cisco-asa",global,"cisco:asa","REPORT-vpn","cisco_fw_group, cisco_fw_user, cisco_fw_ip, cisco_fw_disconnect, cisco_fw_dap, cisco_fw_dap_2, cisco_fw_722",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_cisco-asa",global,"cisco:asa","REPORT-vpn-2","cisco_fw_authentication_action, cisco_fw_session_type, cisco_fw_assigned_ip, cisco_fw_user-identity",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_cisco-asa",global,"cisco:asa","REPORT-web_for_cisco_asa","cisco_asa_web",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_cisco-asa",global,"cisco:asa","REPORT-z-access_group","cisco_acl",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_cisco-asa",global,"cisco:asa","REPORT-z-vendor_action","cisco_action_teardown",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_cisco-asa",global,"cisco:fwsm","REPORT-access_list_for_cisco_fwsm","cisco_fw_access-list",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_cisco-asa",global,"cisco:fwsm","REPORT-action_for_cisco_fwsm","cisco_asa_vendor_action",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_cisco-asa",global,"cisco:fwsm","REPORT-bytes_for_cisco_fwsm","cisco_bytes_in",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_cisco-asa",global,"cisco:fwsm","REPORT-cisco_action_for_vendor_action","cisco_asa_vendor_action_for_performance",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_cisco-asa",global,"cisco:fwsm","REPORT-cisco_action_teardown_vendor_action","cisco_action_teardown_vendor_action",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_cisco-asa",global,"cisco:fwsm","REPORT-cisco_fw_authentication_action_vendor_action","cisco_fw_authentication_action_vendor_action",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_cisco-asa",global,"cisco:fwsm","REPORT-cisco_fw_auto_kv","cisco_fw_kv_1, cisco_fw_kv_2,cisco_fw_kv_3,cisco_fw_kv_4",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_cisco-asa",global,"cisco:fwsm","REPORT-cisco_fw_misc","cisco_fw_duration",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_cisco-asa",global,"cisco:fwsm","REPORT-cisco_fw_msg","cisco_fw_msg",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_cisco-asa",global,"cisco:fwsm","REPORT-direction_for_cisco_fwsm","direction_for_cisco",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_cisco-asa",global,"cisco:fwsm","REPORT-dvc_for_cisco_fwsm","cisco_dvc",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_cisco-asa",global,"cisco:fwsm","REPORT-eventinfo_for_cisco_asa_message_id","cisco_eventinfo_message_id",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_cisco-asa",global,"cisco:fwsm","REPORT-eventinfo_for_cisco_fwsm","cisco_eventinfo",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_cisco-asa",global,"cisco:fwsm","REPORT-foreign_addr_port_for_cisco_fwsm","cisco_foreign_addr_port_ipv4",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_cisco-asa",global,"cisco:fwsm","REPORT-icmp_type_code_rule_type_fwsm","icmp_type_icmp_code_rule_type_for_cisco, icmp_type_icmp_code_rule_type_for_cisco_1",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_cisco-asa",global,"cisco:fwsm","REPORT-local_addr_port_for_cisco_fwsm","cisco_local_addr_port_ipv4",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_cisco-asa",global,"cisco:fwsm","REPORT-reverse_src_dest_for_outbound","reverse_src_dest_for_outbound",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_cisco-asa",global,"cisco:fwsm","REPORT-session_id_for_cisco_asa","cisco_fw_connection",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_cisco-asa",global,"cisco:fwsm","REPORT-severity_category_for_cisco_fwsm","cisco_asa_vendor_severity_category",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_cisco-asa",global,"cisco:fwsm","REPORT-src_dest_for_cisco_fwsm","cisco_source_ipv4, cisco_destination_ipv4, cisco_destination_ipv4_1, cisco_src_dest_ipv4, cisco_from_to_ipv4, cisco_public_addr_port_ipv4",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_cisco-asa",global,"cisco:fwsm","REPORT-transport_for_cisco_fwsm","transport_for_cisco",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_cisco-asa",global,"cisco:fwsm","REPORT-user_for_cisco_fwsm","user_for_cisco, uname_for_cisco",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_cisco-asa",global,"cisco:fwsm","REPORT-vpn","cisco_fw_group, cisco_fw_user, cisco_fw_ip, cisco_fw_disconnect, cisco_fw_dap, cisco_fw_dap_2, cisco_fw_722",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_cisco-asa",global,"cisco:fwsm","REPORT-vpn-2","cisco_fw_authentication_action, cisco_fw_session_type, cisco_fw_assigned_ip, cisco_fw_user-identity",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_cisco-asa",global,"cisco:fwsm","REPORT-z-access_group","cisco_acl",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_cisco-asa",global,"cisco:fwsm","REPORT-z-vendor_action","cisco_action_teardown",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_cisco-asa",global,"cisco:pix","REPORT-action_for_cisco_pix","cisco_asa_vendor_action",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_cisco-asa",global,"cisco:pix","REPORT-bytes_for_cisco_pix","cisco_bytes_in",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_cisco-asa",global,"cisco:pix","REPORT-cisco_action_success_for_auth_vendor_action","cisco_asa_vendor_action_for_performance",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_cisco-asa",global,"cisco:pix","REPORT-direction_for_cisco_pix","direction_for_cisco",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_cisco-asa",global,"cisco:pix","REPORT-dvc_for_cisco_pix","cisco_dvc",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_cisco-asa",global,"cisco:pix","REPORT-eventinfo_for_cisco_asa_message_id","cisco_eventinfo_message_id",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_cisco-asa",global,"cisco:pix","REPORT-eventinfo_for_cisco_pix","cisco_eventinfo",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_cisco-asa",global,"cisco:pix","REPORT-foreign_addr_port_for_cisco_pix","cisco_foreign_addr_port_ipv4",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_cisco-asa",global,"cisco:pix","REPORT-icmp_type_code_rule_type_pix","icmp_type_icmp_code_rule_type_for_cisco, icmp_type_icmp_code_rule_type_for_cisco_1",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_cisco-asa",global,"cisco:pix","REPORT-intrusion_signature_for_cisco_pix","cisco_pix_intrusion_signature",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_cisco-asa",global,"cisco:pix","REPORT-local_addr_port_for_cisco_pix","cisco_local_addr_port_ipv4",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_cisco-asa",global,"cisco:pix","REPORT-severity_category_for_cisco_pix","cisco_asa_vendor_severity_category",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_cisco-asa",global,"cisco:pix","REPORT-src_dest_for_cisco_pix","cisco_source_ipv4, cisco_destination_ipv4, cisco_destination_ipv4_1, cisco_src_dest_ipv4, cisco_from_to_ipv4, cisco_public_addr_port_ipv4",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_cisco-asa",global,"cisco:pix","REPORT-transport_for_cisco_pix","transport_for_cisco",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_cisco-asa",global,"cisco:pix","REPORT-user_for_cisco_pix","user_for_cisco",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_cisco-asa",global,"cisco:pix","REPORT-z-access_group","cisco_acl",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_nix",global,"aix_secure","REPORT-0authentication_for_aix_secure","ssh-login-events, ssh-session-close, ssh-disconnect, sshd_authentication_kerberos_success, sshd_authentication_refused, sshd_authentication_tried, sshd_login_restricted, pam_unix_authentication_success, pam_unix_authentication_failure, sudo_cannot_identify, ksu_authentication, ksu_authorization, su_simple, su_authentication, su_successful, wksh_authentication, login_authentication",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_nix",global,"aix_secure","REPORT-dest_for_aix_secure","host_as_dest",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_nix",global,"aix_secure","REPORT-signature_for_aix_secure_timesync","signature_for_nix_timesync",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_nix",global,"aix_secure","REPORT-src_for_aix_secure","src_dns_as_src, src_ip_as_src, host_as_src",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_nix",global,"bash_history","REPORT-bhist","bash_user,bash_user_root",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_nix",global,dhcpd,"REPORT-0dest_x_for_dhcpd","dest_kv_for_dhcpd_ack, dest_kv_for_dhcpd_ack2, dest_kv_for_dhcpd_discover, dest_kv_for_dhcpd_inform, dest_kv_for_dhcpd_nak, dest_kv_for_dhcpd_offer, dest_kv_for_dhcpd_request",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_nix",global,dhcpd,"REPORT-dest_for_dhcpd","dest_nt_host_as_dest,dest_mac_as_dest,dest_ip_as_dest",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_nix",global,dhcpd,"REPORT-dvc_for_dhcpd","dvc_for_dhcpd",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_nix",global,dhcpd,"REPORT-signature_for_dhcpd","signature_for_dhcpd",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_nix",global,"fs_notification","REPORT-object_object_path_for_fs_notification","object_object_path_for_fs_notification",system,"Uses transform","1970-01-01T00:00:00+00:00"
