"Splunk_Instance","Splunk_Roles",app,title,disabled,sharing,author,type,description,source,sourcetype,index,location,acceleration,whitelist,blacklist,crcSalt,interval
ES,"PROD-ES-1|search_head","SA-ThreatIntelligence",sans,0,app,system,threatlist,"SANS blocklist","ModularInput:Threatlist","ModularInput:Threatlist","_internal","/data/inputs/threatlist",,,,,43200
ES,"PROD-ES-1|search_head","SA-ThreatIntelligence","zeus_bad_ip_blocklist",0,app,system,threatlist,"abuse.ch ZeuS blocklist (bad IPs only)","ModularInput:Threatlist","ModularInput:Threatlist","_internal","/data/inputs/threatlist",,,,,43200
ES,"PROD-ES-1|search_head","SA-ThreatIntelligence","zeus_standard_ip_blocklist",0,app,system,threatlist,"abuse.ch ZeuS blocklist (standard)","ModularInput:Threatlist","ModularInput:Threatlist","_internal","/data/inputs/threatlist",,,,,43200
ES,"PROD-ES-1|search_head","SA-Utils","confcheck_modaction_makestreams",0,app,system,"configuration_check",,,,main,"/data/inputs/configuration_check",,,,,86400
ES,"PROD-ES-1|search_head","SecKit_SA_idm_common","seckit_idm_common_assets_networks",0,app,system,"identity_manager","List containing CIDR assets built from static lists and dhcp data.",,,main,"/data/inputs/identity_manager",,,1,,""
ES,"PROD-ES-1|search_head","SecKit_SA_idm_windows","seckit_idm_windows_assets",0,app,system,"identity_manager","List containing assets built from searches of ADMON data.",,,main,"/data/inputs/identity_manager",,,1,,""
ES,"PROD-ES-1|search_head","SecKit_SA_idm_windows","seckit_idm_windows_assets_identities",0,app,system,"identity_manager","List containing identities build from searches of ADMON data for machine accounts.",,,main,"/data/inputs/identity_manager",,,1,,""
ES,"PROD-ES-1|search_head","SecKit_SA_idm_windows","seckit_idm_windows_identities",0,app,system,"identity_manager","List containing identities build from searches of ADMON data for machine accounts.",,,main,"/data/inputs/identity_manager",,,1,,""
ES,"PROD-ES-1|search_head",SplunkEnterpriseSecuritySuite,"$SPLUNK_HOME/etc/apps/SplunkEnterpriseSecuritySuite/bin/import_icons_SplunkEnterpriseSecuritySuite.py",0,app,system,script,,,,main,"/data/inputs/script",,,,,"-1"
ES,"PROD-ES-1|search_head",SplunkEnterpriseSecuritySuite,"Application_State",1,app,system,"dm_accel_settings",,,,main,"/data/inputs/dm_accel_settings",0,,,,""
ES,"PROD-ES-1|search_head",SplunkEnterpriseSecuritySuite,Authentication,1,app,system,"dm_accel_settings",,,,main,"/data/inputs/dm_accel_settings",1,,,,""
ES,"PROD-ES-1|search_head",SplunkEnterpriseSecuritySuite,Certificates,1,app,system,"dm_accel_settings",,,,main,"/data/inputs/dm_accel_settings",1,,,,""
ES,"PROD-ES-1|search_head",SplunkEnterpriseSecuritySuite,Change,1,app,system,"dm_accel_settings",,,,main,"/data/inputs/dm_accel_settings",1,,,,""
ES,"PROD-ES-1|search_head",SplunkEnterpriseSecuritySuite,"Change_Analysis",1,app,system,"dm_accel_settings",,,,main,"/data/inputs/dm_accel_settings",0,,,,""
ES,"PROD-ES-1|search_head",SplunkEnterpriseSecuritySuite,"Domain_Analysis",1,app,system,"dm_accel_settings",,,,main,"/data/inputs/dm_accel_settings",1,,,,""
ES,"PROD-ES-1|search_head",SplunkEnterpriseSecuritySuite,Email,1,app,system,"dm_accel_settings",,,,main,"/data/inputs/dm_accel_settings",1,,,,""
ES,"PROD-ES-1|search_head",SplunkEnterpriseSecuritySuite,Endpoint,1,app,system,"dm_accel_settings",,,,main,"/data/inputs/dm_accel_settings",1,,,,""
ES,"PROD-ES-1|search_head",SplunkEnterpriseSecuritySuite,"Incident_Management",1,app,system,"dm_accel_settings",,,,main,"/data/inputs/dm_accel_settings",1,,,,""
ES,"PROD-ES-1|search_head",SplunkEnterpriseSecuritySuite,"Intrusion_Detection",1,app,system,"dm_accel_settings",,,,main,"/data/inputs/dm_accel_settings",1,,,,""
ES,"PROD-ES-1|search_head",SplunkEnterpriseSecuritySuite,Malware,1,app,system,"dm_accel_settings",,,,main,"/data/inputs/dm_accel_settings",1,,,,""
ES,"PROD-ES-1|search_head",SplunkEnterpriseSecuritySuite,"Network_Resolution",1,app,system,"dm_accel_settings",,,,main,"/data/inputs/dm_accel_settings",1,,,,""
ES,"PROD-ES-1|search_head",SplunkEnterpriseSecuritySuite,"Network_Sessions",1,app,system,"dm_accel_settings",,,,main,"/data/inputs/dm_accel_settings",1,,,,""
ES,"PROD-ES-1|search_head",SplunkEnterpriseSecuritySuite,"Network_Traffic",1,app,system,"dm_accel_settings",,,,main,"/data/inputs/dm_accel_settings",1,,,,""
ES,"PROD-ES-1|search_head",SplunkEnterpriseSecuritySuite,Performance,1,app,system,"dm_accel_settings",,,,main,"/data/inputs/dm_accel_settings",1,,,,""
ES,"PROD-ES-1|search_head",SplunkEnterpriseSecuritySuite,Risk,1,app,system,"dm_accel_settings",,,,main,"/data/inputs/dm_accel_settings",1,,,,""
ES,"PROD-ES-1|search_head",SplunkEnterpriseSecuritySuite,"Splunk_Audit",1,app,system,"dm_accel_settings",,,,main,"/data/inputs/dm_accel_settings",1,,,,""
ES,"PROD-ES-1|search_head",SplunkEnterpriseSecuritySuite,"Ticket_Management",1,app,system,"dm_accel_settings",,,,main,"/data/inputs/dm_accel_settings",1,,,,""
ES,"PROD-ES-1|search_head",SplunkEnterpriseSecuritySuite,Updates,1,app,system,"dm_accel_settings",,,,main,"/data/inputs/dm_accel_settings",1,,,,""
ES,"PROD-ES-1|search_head",SplunkEnterpriseSecuritySuite,Vulnerabilities,1,app,system,"dm_accel_settings",,,,main,"/data/inputs/dm_accel_settings",1,,,,""
ES,"PROD-ES-1|search_head",SplunkEnterpriseSecuritySuite,Web,1,app,system,"dm_accel_settings",,,,main,"/data/inputs/dm_accel_settings",1,,,,""
ES,"PROD-ES-1|search_head",SplunkEnterpriseSecuritySuite,"confcheck_app_exports",0,app,system,"configuration_check",,,,main,"/data/inputs/configuration_check",,,,,60
ES,"PROD-ES-1|search_head",SplunkEnterpriseSecuritySuite,"confcheck_es_app_version",0,app,system,"configuration_check",,,,main,"/data/inputs/configuration_check",,,,,86400
ES,"PROD-ES-1|search_head",SplunkEnterpriseSecuritySuite,"confcheck_es_conf_cleanup",0,app,system,"configuration_check",,,,main,"/data/inputs/configuration_check",,,,,86400
ES,"PROD-ES-1|search_head",SplunkEnterpriseSecuritySuite,"confcheck_es_correlationmigration",0,app,system,"configuration_check",,,,main,"/data/inputs/configuration_check",,,,,600
ES,"PROD-ES-1|search_head",SplunkEnterpriseSecuritySuite,"confcheck_es_deprecate_apps",0,app,system,"configuration_check",,,,main,"/data/inputs/configuration_check",,,,,"10 3 * * *"
ES,"PROD-ES-1|search_head",SplunkEnterpriseSecuritySuite,"confcheck_es_event_seq_running_templates",0,app,system,"configuration_check",,,,main,"/data/inputs/configuration_check",,,,,86400
ES,"PROD-ES-1|search_head",SplunkEnterpriseSecuritySuite,"confcheck_es_identity_correlation",1,app,system,"configuration_check",,,,main,"/data/inputs/configuration_check",,,,,86400
ES,"PROD-ES-1|search_head",SplunkEnterpriseSecuritySuite,"confcheck_es_migrate_investigations",0,app,system,"configuration_check",,,,main,"/data/inputs/configuration_check",,,,,86400
ES,"PROD-ES-1|search_head",SplunkEnterpriseSecuritySuite,"confcheck_es_migrate_reviewstatus_transitions",0,app,system,"configuration_check",,,,main,"/data/inputs/configuration_check",,,,,86400
ES,"PROD-ES-1|search_head",SplunkEnterpriseSecuritySuite,"confcheck_es_sync_investigation_xrefs",0,app,system,"configuration_check",,,,main,"/data/inputs/configuration_check",,,,,86400
ES,"PROD-ES-1|search_head",SplunkEnterpriseSecuritySuite,"content_importer",0,app,system,"ess_content_importer",,,,main,"/data/inputs/ess_content_importer",,,,,""
ES,"PROD-ES-1|search_head",SplunkEnterpriseSecuritySuite,"enforce_es_permissions",0,app,system,"app_permissions_manager",,"ModularInput:AppPermissionsManager","ModularInput:AppPermissionsManager","_internal","/data/inputs/app_permissions_manager",,,,,""
ES,"PROD-ES-1|search_head",SplunkEnterpriseSecuritySuite,"update_es",1,app,system,"app_imports_update",,,,main,"/data/inputs/app_imports_update",,,,,""
ES,"PROD-ES-1|search_head",SplunkEnterpriseSecuritySuite,"update_es_da",1,app,system,"app_imports_update",,,,main,"/data/inputs/app_imports_update",,,,,""
ES,"PROD-ES-1|search_head",SplunkEnterpriseSecuritySuite,"update_es_main",1,app,system,"app_imports_update",,,,main,"/data/inputs/app_imports_update",,,,,""
ES,"PROD-ES-1|search_head","Splunk_SA_CIM","$SPLUNK_HOME/var/spool/splunk/...stash_common_action_model",0,app,system,monitor,,,"stash_common_action_model",main,"/data/inputs/monitor",,,,"<SOURCE>",
ES,"PROD-ES-1|search_head","Splunk_SA_CIM","$SPLUNK_HOME\var\spool\splunk\...stash_common_action_model",1,app,system,monitor,,,"stash_common_action_model",main,"/data/inputs/monitor",,,,"<SOURCE>",
ES,"PROD-ES-1|search_head","Splunk_TA_nix","/Library/Logs",1,app,system,monitor,,,,main,"/data/inputs/monitor",,,,,
ES,"PROD-ES-1|search_head","Splunk_TA_nix","/etc",1,app,system,monitor,,,,main,"/data/inputs/monitor",,"(\.conf|\.cfg|config$|\.ini|\.init|\.cf|\.cnf|shrc$|^ifcfg|\.profile|\.rc|\.rules|\.tab|tab$|\.login|policy$)",,,
ES,"PROD-ES-1|search_head","Splunk_TA_nix","/home/*/.bash_history",1,app,system,monitor,,,"bash_history",main,"/data/inputs/monitor",,,,,
ES,"PROD-ES-1|search_head","Splunk_TA_nix","/opt/splunk/etc/apps/Splunk_TA_nix/bin/bandwidth.sh",1,app,system,script,,bandwidth,bandwidth,main,"/data/inputs/script",,,,,60
ES,"PROD-ES-1|search_head","Splunk_TA_nix","/opt/splunk/etc/apps/Splunk_TA_nix/bin/cpu.sh",1,app,system,script,,cpu,cpu,main,"/data/inputs/script",,,,,30
ES,"PROD-ES-1|search_head","Splunk_TA_nix","/opt/splunk/etc/apps/Splunk_TA_nix/bin/df.sh",1,app,system,script,,df,df,main,"/data/inputs/script",,,,,300
ES,"PROD-ES-1|search_head","Splunk_TA_nix","/opt/splunk/etc/apps/Splunk_TA_nix/bin/hardware.sh",1,app,system,script,,hardware,hardware,main,"/data/inputs/script",,,,,36000
ES,"PROD-ES-1|search_head","Splunk_TA_nix","/opt/splunk/etc/apps/Splunk_TA_nix/bin/interfaces.sh",1,app,system,script,,interfaces,interfaces,main,"/data/inputs/script",,,,,60
ES,"PROD-ES-1|search_head","Splunk_TA_nix","/opt/splunk/etc/apps/Splunk_TA_nix/bin/iostat.sh",1,app,system,script,,iostat,iostat,main,"/data/inputs/script",,,,,60
ES,"PROD-ES-1|search_head","Splunk_TA_nix","/opt/splunk/etc/apps/Splunk_TA_nix/bin/lastlog.sh",1,app,system,script,,lastlog,lastlog,main,"/data/inputs/script",,,,,300
ES,"PROD-ES-1|search_head","Splunk_TA_nix","/opt/splunk/etc/apps/Splunk_TA_nix/bin/lsof.sh",1,app,system,script,,lsof,lsof,main,"/data/inputs/script",,,,,600
ES,"PROD-ES-1|search_head","Splunk_TA_nix","/opt/splunk/etc/apps/Splunk_TA_nix/bin/netstat.sh",1,app,system,script,,netstat,netstat,main,"/data/inputs/script",,,,,60
ES,"PROD-ES-1|search_head","Splunk_TA_nix","/opt/splunk/etc/apps/Splunk_TA_nix/bin/nfsiostat.sh",1,app,system,script,,nfsiostat,nfsiostat,main,"/data/inputs/script",,,,,60
ES,"PROD-ES-1|search_head","Splunk_TA_nix","/opt/splunk/etc/apps/Splunk_TA_nix/bin/openPorts.sh",1,app,system,script,,openPorts,openPorts,main,"/data/inputs/script",,,,,300
ES,"PROD-ES-1|search_head","Splunk_TA_nix","/opt/splunk/etc/apps/Splunk_TA_nix/bin/openPortsEnhanced.sh",1,app,system,script,,"Unix:ListeningPorts","Unix:ListeningPorts",main,"/data/inputs/script",,,,,3600
ES,"PROD-ES-1|search_head","Splunk_TA_nix","/opt/splunk/etc/apps/Splunk_TA_nix/bin/package.sh",1,app,system,script,,package,package,main,"/data/inputs/script",,,,,3600
ES,"PROD-ES-1|search_head","Splunk_TA_nix","/opt/splunk/etc/apps/Splunk_TA_nix/bin/passwd.sh",1,app,system,script,,"Unix:UserAccounts","Unix:UserAccounts",main,"/data/inputs/script",,,,,3600
ES,"PROD-ES-1|search_head","Splunk_TA_nix","/opt/splunk/etc/apps/Splunk_TA_nix/bin/protocol.sh",1,app,system,script,,protocol,protocol,main,"/data/inputs/script",,,,,60
ES,"PROD-ES-1|search_head","Splunk_TA_nix","/opt/splunk/etc/apps/Splunk_TA_nix/bin/ps.sh",1,app,system,script,,ps,ps,main,"/data/inputs/script",,,,,30
ES,"PROD-ES-1|search_head","Splunk_TA_nix","/opt/splunk/etc/apps/Splunk_TA_nix/bin/rlog.sh",1,app,system,script,,auditd,auditd,main,"/data/inputs/script",,,,,60
ES,"PROD-ES-1|search_head","Splunk_TA_nix","/opt/splunk/etc/apps/Splunk_TA_nix/bin/selinuxChecker.sh",1,app,system,script,,"Linux:SELinuxConfig","Linux:SELinuxConfig",main,"/data/inputs/script",,,,,3600
ES,"PROD-ES-1|search_head","Splunk_TA_nix","/opt/splunk/etc/apps/Splunk_TA_nix/bin/service.sh",1,app,system,script,,"Unix:Service","Unix:Service",main,"/data/inputs/script",,,,,3600
ES,"PROD-ES-1|search_head","Splunk_TA_nix","/opt/splunk/etc/apps/Splunk_TA_nix/bin/sshdChecker.sh",1,app,system,script,,"Unix:SSHDConfig","Unix:SSHDConfig",main,"/data/inputs/script",,,,,3600
ES,"PROD-ES-1|search_head","Splunk_TA_nix","/opt/splunk/etc/apps/Splunk_TA_nix/bin/time.sh",1,app,system,script,,time,time,main,"/data/inputs/script",,,,,21600
ES,"PROD-ES-1|search_head","Splunk_TA_nix","/opt/splunk/etc/apps/Splunk_TA_nix/bin/top.sh",1,app,system,script,,top,top,main,"/data/inputs/script",,,,,60
ES,"PROD-ES-1|search_head","Splunk_TA_nix","/opt/splunk/etc/apps/Splunk_TA_nix/bin/update.sh",1,app,system,script,,"Unix:Update","Unix:Update",main,"/data/inputs/script",,,,,86400
ES,"PROD-ES-1|search_head","Splunk_TA_nix","/opt/splunk/etc/apps/Splunk_TA_nix/bin/uptime.sh",1,app,system,script,,"Unix:Uptime","Unix:Uptime",main,"/data/inputs/script",,,,,86400
ES,"PROD-ES-1|search_head","Splunk_TA_nix","/opt/splunk/etc/apps/Splunk_TA_nix/bin/usersWithLoginPrivs.sh",1,app,system,script,,usersWithLoginPrivs,usersWithLoginPrivs,main,"/data/inputs/script",,,,,3600
ES,"PROD-ES-1|search_head","Splunk_TA_nix","/opt/splunk/etc/apps/Splunk_TA_nix/bin/version.sh",1,app,system,script,,"Unix:Version","Unix:Version",main,"/data/inputs/script",,,,,86400
ES,"PROD-ES-1|search_head","Splunk_TA_nix","/opt/splunk/etc/apps/Splunk_TA_nix/bin/vmstat.sh",1,app,system,script,,vmstat,vmstat,main,"/data/inputs/script",,,,,60
ES,"PROD-ES-1|search_head","Splunk_TA_nix","/opt/splunk/etc/apps/Splunk_TA_nix/bin/vsftpdChecker.sh",1,app,system,script,,"Unix:VSFTPDConfig","Unix:VSFTPDConfig",main,"/data/inputs/script",,,,,86400
ES,"PROD-ES-1|search_head","Splunk_TA_nix","/opt/splunk/etc/apps/Splunk_TA_nix/bin/who.sh",1,app,system,script,,who,who,main,"/data/inputs/script",,,,,150
ES,"PROD-ES-1|search_head","Splunk_TA_nix","/root/.bash_history",1,app,system,monitor,,,"bash_history",main,"/data/inputs/monitor",,,,,
ES,"PROD-ES-1|search_head","Splunk_TA_nix","/var/adm",1,app,system,monitor,,,,main,"/data/inputs/monitor",,"(\.log|log$|messages)",,,
ES,"PROD-ES-1|search_head","Splunk_TA_nix","/var/log",1,app,system,monitor,,,,main,"/data/inputs/monitor",,"(\.log|log$|messages|secure|auth|mesg$|cron$|acpid$|\.out)","(lastlog|anaconda\.syslog)",,
ES,"PROD-ES-1|search_head","Splunk_TA_symantec-ep","$SPLUNK_HOME/etc/apps/Splunk_TA_symantec-ep/bin/malware_category_update.py",1,app,system,script,,,,main,"/data/inputs/script",,,,,86400
ES,"PROD-ES-1|search_head","Splunk_TA_windows","$SPLUNK_HOME\var\log\Splunk_TA_windows\WindowsUpdate.log",1,app,system,monitor,,,WindowsUpdateLog,main,"/data/inputs/monitor",,,,,
ES,"PROD-ES-1|search_head","Splunk_TA_windows","$WINDIR\System32\DHCP",1,app,system,monitor,,,DhcpSrvLog,main,"/data/inputs/monitor",,"DhcpSrvLog*",,"<SOURCE>",
ES,"PROD-ES-1|search_head","Splunk_TA_windows","$WINDIR\WindowsUpdate.log",1,app,system,monitor,,,WindowsUpdateLog,main,"/data/inputs/monitor",,,,,
ES,"PROD-ES-1|search_head","Splunk_TA_windows","$WINDIR\debug\netlogon.log",1,app,system,monitor,,,"MSAD:NT6:Netlogon",main,"/data/inputs/monitor",,,,,
ES,"PROD-ES-1|search_head","Splunk_TA_windows",".\bin\netsh_address.bat",1,app,system,script,,,"Script:NetworkConfiguration",main,"/data/inputs/script",,,,,86400
ES,"PROD-ES-1|search_head","Splunk_TA_windows",".\bin\runpowershell.cmd dns-health.ps1",1,app,system,script,,Powershell,"MSAD:NT6:DNS-Health",main,"/data/inputs/script",,,,,3600
ES,"PROD-ES-1|search_head","Splunk_TA_windows",".\bin\runpowershell.cmd dns-zoneinfo.ps1",1,app,system,script,,Powershell,"MSAD:NT6:DNS-Zone-Information",main,"/data/inputs/script",,,,,3600
ES,"PROD-ES-1|search_head","Splunk_TA_windows",".\bin\runpowershell.cmd nt6-health.ps1",1,app,system,script,,Powershell,"MSAD:NT6:Health",main,"/data/inputs/script",,,,,300
ES,"PROD-ES-1|search_head","Splunk_TA_windows",".\bin\runpowershell.cmd nt6-repl-stat.ps1",1,app,system,script,,Powershell,"MSAD:NT6:Replication",main,"/data/inputs/script",,,,,300
ES,"PROD-ES-1|search_head","Splunk_TA_windows",".\bin\runpowershell.cmd nt6-siteinfo.ps1",1,app,system,script,,Powershell,"MSAD:NT6:SiteInfo",main,"/data/inputs/script",,,,,3600
ES,"PROD-ES-1|search_head","Splunk_TA_windows",".\bin\win_installed_apps.bat",1,app,system,script,,,"Script:InstalledApps",main,"/data/inputs/script",,,,,86400
ES,"PROD-ES-1|search_head","Splunk_TA_windows",".\bin\win_listening_ports.bat",1,app,system,script,,,"Script:ListeningPorts",main,"/data/inputs/script",,,,,3600
ES,"PROD-ES-1|search_head","Splunk_TA_windows",".\bin\win_timesync_configuration.bat",1,app,system,script,,,"Script:TimesyncConfiguration",main,"/data/inputs/script",,,,,3600
ES,"PROD-ES-1|search_head","Splunk_TA_windows",".\bin\win_timesync_status.bat",1,app,system,script,,,"Script:TimesyncStatus",main,"/data/inputs/script",,,,,3600
ES,"PROD-ES-1|search_head","introspection_generator_addon","$SPLUNK_HOME/var/log/introspection",0,app,system,monitor,,,,"_introspection","/data/inputs/monitor",,,,,
ES,"PROD-ES-1|search_head","introspection_generator_addon","/opt/splunk/etc/apps/introspection_generator_addon/bin/collector.path",0,app,system,script,,,"splunk_resource_usage__internal",main,"/data/inputs/script",,,,,0
ES,"PROD-ES-1|search_head","splunk_instrumentation","$SPLUNK_HOME/etc/apps/splunk_instrumentation/bin/instrumentation.py",0,app,system,script,,"instrumentation_scripted_input","splunk_telemetry_log","_telemetry","/data/inputs/script",,,,,"0 * * * *"
ES,"PROD-ES-1|search_head","splunk_instrumentation","$SPLUNK_HOME/etc/apps/splunk_instrumentation/bin/on_splunk_start.py",0,app,system,script,,,,main,"/data/inputs/script",,,,,"-1"
ES,"PROD-ES-1|search_head","splunk_instrumentation","$SPLUNK_HOME/etc/apps/splunk_instrumentation/bin/schedule_delete.py",0,app,system,script,,,,main,"/data/inputs/script",,,,,"0 0 * * *"
ES,"PROD-ES-1|search_head","splunk_monitoring_console","/opt/splunk/etc/apps/splunk_monitoring_console/bin/dmc_config.py",0,app,system,script,,,,main,"/data/inputs/script",,,,,"-1"
ES,"PROD-ES-1|search_head",system,"$SPLUNK_HOME/etc/splunk.version",0,system,system,monitor,,,"splunk_version","_internal","/data/inputs/monitor",,,,,
ES,"PROD-ES-1|search_head",system,"$SPLUNK_HOME/var/log/splunk",0,system,system,monitor,,,,"_internal","/data/inputs/monitor",,,,,
ES,"PROD-ES-1|search_head",system,"$SPLUNK_HOME/var/log/splunk/license_usage_summary.log",0,system,system,monitor,,,,"_telemetry","/data/inputs/monitor",,,,,
ES,"PROD-ES-1|search_head",system,"$SPLUNK_HOME/var/log/splunk/splunk_instrumentation_cloud.log*",0,system,system,monitor,,,"splunk_cloud_telemetry","_telemetry","/data/inputs/monitor",,,,,
ES,"PROD-ES-1|search_head",system,"$SPLUNK_HOME/var/log/watchdog/watchdog.log*",0,system,system,monitor,,,,"_internal","/data/inputs/monitor",,,,,
ES,"PROD-ES-1|search_head",system,"$SPLUNK_HOME/var/run/splunk/search_telemetry/*search_telemetry.json",0,system,system,monitor,,,"search_telemetry","_introspection","/data/inputs/monitor",,,,"<SOURCE>",
ES,"PROD-ES-1|search_head",system,"$SPLUNK_HOME/var/spool/splunk",1,system,system,monitor,,,,main,"/data/inputs/monitor",,,,"<SOURCE>",
ES,"PROD-ES-1|search_head",system,"$SPLUNK_HOME/var/spool/splunk/...stash_new",0,system,system,monitor,,,"stash_new",main,"/data/inputs/monitor",,,,"<SOURCE>",
GMC,"PROD-GMC-1|search_head",SplunkJSApp,"$SPLUNK_HOME/etc/apps/SplunkJSApp/samples",0,app,system,monitor,,,,"tutorial_data","/data/inputs/monitor",,,,,
GMC,"PROD-GMC-1|search_head","Splunk_SA_CIM","$SPLUNK_HOME/var/spool/splunk/...stash_common_action_model",0,app,system,monitor,,,"stash_common_action_model",main,"/data/inputs/monitor",,,,"<SOURCE>",
GMC,"PROD-GMC-1|search_head","Splunk_SA_CIM","$SPLUNK_HOME\var\spool\splunk\...stash_common_action_model",0,app,system,monitor,,,"stash_common_action_model",main,"/data/inputs/monitor",,,,"<SOURCE>",
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix","/Library/Logs",1,app,system,monitor,,,,main,"/data/inputs/monitor",,,,,
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix","/etc",1,app,system,monitor,,,,main,"/data/inputs/monitor",,"(\.conf|\.cfg|config$|\.ini|\.init|\.cf|\.cnf|shrc$|^ifcfg|\.profile|\.rc|\.rules|\.tab|tab$|\.login|policy$)",,,
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix","/home/*/.bash_history",1,app,system,monitor,,,"bash_history",main,"/data/inputs/monitor",,,,,
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix","/opt/splunk/etc/apps/Splunk_TA_nix/bin/bandwidth.sh",1,app,system,script,,bandwidth,bandwidth,main,"/data/inputs/script",,,,,60
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix","/opt/splunk/etc/apps/Splunk_TA_nix/bin/cpu.sh",1,app,system,script,,cpu,cpu,main,"/data/inputs/script",,,,,30
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix","/opt/splunk/etc/apps/Splunk_TA_nix/bin/df.sh",1,app,system,script,,df,df,main,"/data/inputs/script",,,,,300
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix","/opt/splunk/etc/apps/Splunk_TA_nix/bin/hardware.sh",1,app,system,script,,hardware,hardware,main,"/data/inputs/script",,,,,36000
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix","/opt/splunk/etc/apps/Splunk_TA_nix/bin/interfaces.sh",1,app,system,script,,interfaces,interfaces,main,"/data/inputs/script",,,,,60
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix","/opt/splunk/etc/apps/Splunk_TA_nix/bin/iostat.sh",1,app,system,script,,iostat,iostat,main,"/data/inputs/script",,,,,60
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix","/opt/splunk/etc/apps/Splunk_TA_nix/bin/lastlog.sh",1,app,system,script,,lastlog,lastlog,main,"/data/inputs/script",,,,,300
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix","/opt/splunk/etc/apps/Splunk_TA_nix/bin/lsof.sh",1,app,system,script,,lsof,lsof,main,"/data/inputs/script",,,,,600
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix","/opt/splunk/etc/apps/Splunk_TA_nix/bin/netstat.sh",1,app,system,script,,netstat,netstat,main,"/data/inputs/script",,,,,60
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix","/opt/splunk/etc/apps/Splunk_TA_nix/bin/nfsiostat.sh",1,app,system,script,,nfsiostat,nfsiostat,main,"/data/inputs/script",,,,,60
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix","/opt/splunk/etc/apps/Splunk_TA_nix/bin/openPorts.sh",1,app,system,script,,openPorts,openPorts,main,"/data/inputs/script",,,,,300
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix","/opt/splunk/etc/apps/Splunk_TA_nix/bin/openPortsEnhanced.sh",1,app,system,script,,"Unix:ListeningPorts","Unix:ListeningPorts",main,"/data/inputs/script",,,,,3600
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix","/opt/splunk/etc/apps/Splunk_TA_nix/bin/package.sh",1,app,system,script,,package,package,main,"/data/inputs/script",,,,,3600
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix","/opt/splunk/etc/apps/Splunk_TA_nix/bin/passwd.sh",1,app,system,script,,"Unix:UserAccounts","Unix:UserAccounts",main,"/data/inputs/script",,,,,3600
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix","/opt/splunk/etc/apps/Splunk_TA_nix/bin/protocol.sh",1,app,system,script,,protocol,protocol,main,"/data/inputs/script",,,,,60
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix","/opt/splunk/etc/apps/Splunk_TA_nix/bin/ps.sh",1,app,system,script,,ps,ps,main,"/data/inputs/script",,,,,30
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix","/opt/splunk/etc/apps/Splunk_TA_nix/bin/rlog.sh",1,app,system,script,,auditd,auditd,main,"/data/inputs/script",,,,,60
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix","/opt/splunk/etc/apps/Splunk_TA_nix/bin/selinuxChecker.sh",1,app,system,script,,"Linux:SELinuxConfig","Linux:SELinuxConfig",main,"/data/inputs/script",,,,,3600
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix","/opt/splunk/etc/apps/Splunk_TA_nix/bin/service.sh",1,app,system,script,,"Unix:Service","Unix:Service",main,"/data/inputs/script",,,,,3600
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix","/opt/splunk/etc/apps/Splunk_TA_nix/bin/sshdChecker.sh",1,app,system,script,,"Unix:SSHDConfig","Unix:SSHDConfig",main,"/data/inputs/script",,,,,3600
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix","/opt/splunk/etc/apps/Splunk_TA_nix/bin/time.sh",1,app,system,script,,time,time,main,"/data/inputs/script",,,,,21600
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix","/opt/splunk/etc/apps/Splunk_TA_nix/bin/top.sh",1,app,system,script,,top,top,main,"/data/inputs/script",,,,,60
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix","/opt/splunk/etc/apps/Splunk_TA_nix/bin/update.sh",1,app,system,script,,"Unix:Update","Unix:Update",main,"/data/inputs/script",,,,,86400
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix","/opt/splunk/etc/apps/Splunk_TA_nix/bin/uptime.sh",1,app,system,script,,"Unix:Uptime","Unix:Uptime",main,"/data/inputs/script",,,,,86400
