"Splunk_Instance","Splunk_Roles",app,Lookup,author,sharing,Filename,Type,Collection,updated,disabled,"Match_Type",Replicate,"Allow_Caching",Filter,"Index_Fields_List","Min_Matches","Max_Matches","Fields_List"
ES,"PROD-ES-1|search_head","DA-ESS-ThreatIntelligence","ppf_threat_activity",system,global,"ppf_threat_activity.csv",file,,"1970-01-01T00:00:00+00:00",0,,,,,,,,"start_time,end_time,threat_match_field,threat_match_value,filter,creator,create_time"
ES,"PROD-ES-1|search_head","DA-ESS-ThreatIntelligence","process_intel",system,global,,kvstore,"process_intel","1970-01-01T00:00:00+00:00",0,,,,,,,,"_key,description,process,process_file_path,process_file_name,process_arguments,process_handle_name,process_handle_type,src,src_port,dest,dest_port,threat_key,time,weight,disabled,updated"
ES,"PROD-ES-1|search_head","DA-ESS-ThreatIntelligence","registry_intel",system,global,,kvstore,"registry_intel","1970-01-01T00:00:00+00:00",0,,,,,,,,"_key,description,registry_hive,registry_path,registry_key_name,registry_value_name,registry_value_data,registry_value_text,registry_value_type,registry_modified_time,user,threat_key,time,weight,disabled,updated"
ES,"PROD-ES-1|search_head","DA-ESS-ThreatIntelligence","service_intel",system,global,,kvstore,"service_intel","1970-01-01T00:00:00+00:00",0,,,,,,,,"_key,service,descriptive_name,description,status,service_type,start_mode,service_file_name,service_file_path,service_file_hash,service_dll_file_name,service_dll_file_path,service_dll_file_hash,threat_key,time,weight,disabled,updated"
ES,"PROD-ES-1|search_head","DA-ESS-ThreatIntelligence","threat_group_intel",system,global,,kvstore,"threat_group_intel","1970-01-01T00:00:00+00:00",0,,,,,,,1,"_key,time,threat_group,threat_category,description,malware_alias,source_type,source_id,source_path,source_digest,source_status,source_processed_time,weight"
ES,"PROD-ES-1|search_head","DA-ESS-ThreatIntelligence","threat_intel_meta_lookup",system,global,,kvstore,"threat_intel_meta","1970-01-01T00:00:00+00:00",0,,,,,,,,"_key,time"
ES,"PROD-ES-1|search_head","DA-ESS-ThreatIntelligence","threatintel_by_certificate_common_name",system,global,"threatintel_by_certificate_common_name.csv",file,,"1970-01-01T00:00:00+00:00",0,,,,,,,,""
ES,"PROD-ES-1|search_head","DA-ESS-ThreatIntelligence","threatintel_by_certificate_common_name_wildcard",system,global,"threatintel_by_certificate_common_name_wildcard.csv",file,,"1970-01-01T00:00:00+00:00",0,"WILDCARD(certificate_common_name)",,,,,,,""
ES,"PROD-ES-1|search_head","DA-ESS-ThreatIntelligence","threatintel_by_certificate_organization",system,global,"threatintel_by_certificate_organization.csv",file,,"1970-01-01T00:00:00+00:00",0,,,,,,,,""
ES,"PROD-ES-1|search_head","DA-ESS-ThreatIntelligence","threatintel_by_certificate_organization_wildcard",system,global,"threatintel_by_certificate_organization_wildcard.csv",file,,"1970-01-01T00:00:00+00:00",0,"WILDCARD(certificate_organization)",,,,,,,""
ES,"PROD-ES-1|search_head","DA-ESS-ThreatIntelligence","threatintel_by_certificate_serial",system,global,"threatintel_by_certificate_serial.csv",file,,"1970-01-01T00:00:00+00:00",0,,,,,,,,""
ES,"PROD-ES-1|search_head","DA-ESS-ThreatIntelligence","threatintel_by_certificate_unit",system,global,"threatintel_by_certificate_unit.csv",file,,"1970-01-01T00:00:00+00:00",0,,,,,,,,""
ES,"PROD-ES-1|search_head","DA-ESS-ThreatIntelligence","threatintel_by_certificate_unit_wildcard",system,global,"threatintel_by_certificate_unit_wildcard.csv",file,,"1970-01-01T00:00:00+00:00",0,"WILDCARD(certificate_unit)",,,,,,,""
ES,"PROD-ES-1|search_head","DA-ESS-ThreatIntelligence","threatintel_by_cidr",system,global,"threatintel_by_cidr.csv",file,,"1970-01-01T00:00:00+00:00",0,"CIDR(cidr)",,,,,,,"cidr,threat_collection,threat_collection_key,threat_key,weight"
ES,"PROD-ES-1|search_head","DA-ESS-ThreatIntelligence","threatintel_by_domain",system,global,"threatintel_by_domain.csv",file,,"1970-01-01T00:00:00+00:00",0,,,,,,,,"domain,threat_collection,threat_collection_key,threat_key,weight"
ES,"PROD-ES-1|search_head","DA-ESS-ThreatIntelligence","threatintel_by_email",system,global,"threatintel_by_email.csv",file,,"1970-01-01T00:00:00+00:00",0,,,,,,,,""
ES,"PROD-ES-1|search_head","DA-ESS-ThreatIntelligence","threatintel_by_email_subject",system,global,"threatintel_by_email_subject.csv",file,,"1970-01-01T00:00:00+00:00",0,,,,,,,,""
ES,"PROD-ES-1|search_head","DA-ESS-ThreatIntelligence","threatintel_by_email_subject_wildcard",system,global,"threatintel_by_email_subject_wildcard.csv",file,,"1970-01-01T00:00:00+00:00",0,"WILDCARD(subject)",,,,,,,""
ES,"PROD-ES-1|search_head","DA-ESS-ThreatIntelligence","threatintel_by_email_wildcard",system,global,"threatintel_by_email_wildcard.csv",file,,"1970-01-01T00:00:00+00:00",0,"WILDCARD(email)",,,,,,,""
ES,"PROD-ES-1|search_head","DA-ESS-ThreatIntelligence","threatintel_by_file_hash",system,global,"threatintel_by_file_hash.csv",file,,"1970-01-01T00:00:00+00:00",0,,,,,,,,""
ES,"PROD-ES-1|search_head","DA-ESS-ThreatIntelligence","threatintel_by_file_name",system,global,"threatintel_by_file_name.csv",file,,"1970-01-01T00:00:00+00:00",0,,,,,,,,""
ES,"PROD-ES-1|search_head","DA-ESS-ThreatIntelligence","threatintel_by_file_name_wildcard",system,global,"threatintel_by_file_name_wildcard.csv",file,,"1970-01-01T00:00:00+00:00",0,"WILDCARD(file_name)",,,,,,,""
ES,"PROD-ES-1|search_head","DA-ESS-ThreatIntelligence","threatintel_by_http_user_agent",system,global,"threatintel_by_http_user_agent.csv",file,,"1970-01-01T00:00:00+00:00",0,,,,,,,,""
ES,"PROD-ES-1|search_head","DA-ESS-ThreatIntelligence","threatintel_by_http_user_agent_wildcard",system,global,"threatintel_by_http_user_agent_wildcard.csv",file,,"1970-01-01T00:00:00+00:00",0,"WILDCARD(http_user_agent)",,,,,,,""
ES,"PROD-ES-1|search_head","DA-ESS-ThreatIntelligence","threatintel_by_process",system,global,"threatintel_by_process.csv",file,,"1970-01-01T00:00:00+00:00",0,,,,,,,,""
ES,"PROD-ES-1|search_head","DA-ESS-ThreatIntelligence","threatintel_by_process_wildcard",system,global,"threatintel_by_process_wildcard.csv",file,,"1970-01-01T00:00:00+00:00",0,"WILDCARD(process)",,,,,,,""
ES,"PROD-ES-1|search_head","DA-ESS-ThreatIntelligence","threatintel_by_registry_path",system,global,"threatintel_by_registry_path.csv",file,,"1970-01-01T00:00:00+00:00",0,,,,,,,,""
ES,"PROD-ES-1|search_head","DA-ESS-ThreatIntelligence","threatintel_by_registry_path_wildcard",system,global,"threatintel_by_registry_path_wildcard.csv",file,,"1970-01-01T00:00:00+00:00",0,"WILDCARD(registry_path)",,,,,,,""
ES,"PROD-ES-1|search_head","DA-ESS-ThreatIntelligence","threatintel_by_registry_value_name",system,global,"threatintel_by_registry_value_name.csv",file,,"1970-01-01T00:00:00+00:00",0,,,,,,,,""
ES,"PROD-ES-1|search_head","DA-ESS-ThreatIntelligence","threatintel_by_registry_value_name_wildcard",system,global,"threatintel_by_registry_value_name_wildcard.csv",file,,"1970-01-01T00:00:00+00:00",0,"WILDCARD(registry_value_name)",,,,,,,""
ES,"PROD-ES-1|search_head","DA-ESS-ThreatIntelligence","threatintel_by_registry_value_text",system,global,"threatintel_by_registry_value_text.csv",file,,"1970-01-01T00:00:00+00:00",0,,,,,,,,""
ES,"PROD-ES-1|search_head","DA-ESS-ThreatIntelligence","threatintel_by_registry_value_text_wildcard",system,global,"threatintel_by_registry_value_text_wildcard.csv",file,,"1970-01-01T00:00:00+00:00",0,"WILDCARD(registry_value_text)",,,,,,,""
ES,"PROD-ES-1|search_head","DA-ESS-ThreatIntelligence","threatintel_by_service",system,global,"threatintel_by_service.csv",file,,"1970-01-01T00:00:00+00:00",0,,,,,,,,""
ES,"PROD-ES-1|search_head","DA-ESS-ThreatIntelligence","threatintel_by_service_wildcard",system,global,"threatintel_by_service_wildcard.csv",file,,"1970-01-01T00:00:00+00:00",0,"WILDCARD(service)",,,,,,,""
ES,"PROD-ES-1|search_head","DA-ESS-ThreatIntelligence","threatintel_by_system",system,global,"threatintel_by_system.csv",file,,"1970-01-01T00:00:00+00:00",0,,,,,,,,"system,threat_collection,threat_collection_key,threat_key,weight"
ES,"PROD-ES-1|search_head","DA-ESS-ThreatIntelligence","threatintel_by_url",system,global,"threatintel_by_url.csv",file,,"1970-01-01T00:00:00+00:00",0,,,,,,,,"url,threat_collection,threat_collection_key,threat_key,weight"
ES,"PROD-ES-1|search_head","DA-ESS-ThreatIntelligence","threatintel_by_url_wildcard",system,global,"threatintel_by_url_wildcard.csv",file,,"1970-01-01T00:00:00+00:00",0,"WILDCARD(url)",,,,,,,"url,threat_collection,threat_collection_key,threat_key,weight"
ES,"PROD-ES-1|search_head","DA-ESS-ThreatIntelligence","threatintel_by_user",system,global,"threatintel_by_user.csv",file,,"1970-01-01T00:00:00+00:00",0,,,,,,,,""
ES,"PROD-ES-1|search_head","DA-ESS-ThreatIntelligence","threatintel_by_user_wildcard",system,global,"threatintel_by_user_wildcard.csv",file,,"1970-01-01T00:00:00+00:00",0,"WILDCARD(user)",,,,,,,""
ES,"PROD-ES-1|search_head","DA-ESS-ThreatIntelligence","threatintel_collection_key_lookup",system,global,"threatintel_collection_keys.csv",file,,"1970-01-01T00:00:00+00:00",0,,,,,,,,"collection,key,stix_keys,ioc_keys"
ES,"PROD-ES-1|search_head","DA-ESS-ThreatIntelligence","user_intel",system,global,,kvstore,"user_intel","1970-01-01T00:00:00+00:00",0,,,,,,,,"_key,user,full_name,group_name,description,threat_key,time,weight,disabled,updated"
ES,"PROD-ES-1|search_head","SA-AccessProtection","access_app_tracker",system,global,"access_app_tracker.csv",file,,"1970-01-01T00:00:00+00:00",0,,,,,,,,"app,firstTime,lastTime"
ES,"PROD-ES-1|search_head","SA-AccessProtection","access_tracker",system,global,,kvstore,"access_tracker","1970-01-01T00:00:00+00:00",0,,,,,,,1,"_key,dest,firstTime,firstTime_user,lastTime,lastTime_user,second2lastTime,user"
ES,"PROD-ES-1|search_head","SA-AuditAndDataProtection","expected_views_lookup",system,global,"expected_views.csv",file,,"1970-01-01T00:00:00+00:00",0,"WILDCARD(app)",,,,,,1,"app,view,is_expected"
ES,"PROD-ES-1|search_head","SA-AuditAndDataProtection","iin_lookup",system,global,"iin_issuers.csv",file,,"1970-01-01T00:00:00+00:00",0,"WILDCARD(iin)",,,,,,1,"iin,length,iin_issuer"
ES,"PROD-ES-1|search_head","SA-AuditAndDataProtection","licensing_epd",system,global,,kvstore,"licensing_epd","1970-01-01T00:00:00+00:00",0,,,,,,,,"_key,_time,index,count"
ES,"PROD-ES-1|search_head","SA-AuditAndDataProtection","luhn_lite_lookup",system,global,,external,,"1970-01-01T00:00:00+00:00",0,,,,,,,1,"integer_seq,pii,pii_clean"
ES,"PROD-ES-1|search_head","SA-AuditAndDataProtection","luhn_lookup",system,global,,external,,"1970-01-01T00:00:00+00:00",0,,,,,,,1,"_raw,pii,pii_clean"
ES,"PROD-ES-1|search_head","SA-EndpointProtection","interesting_ports_lookup",system,global,"interesting_ports.csv",file,,"1970-01-01T00:00:00+00:00",0,"WILDCARD(transport) WILDCARD(dest_port) WILDCARD(dest) WILDCARD(dest_pci_domain)",,,,,,1,"app,dest,dest_pci_domain,dest_port,transport,is_required,is_prohibited,is_secure,note"
ES,"PROD-ES-1|search_head","SA-EndpointProtection","interesting_processes_lookup",system,global,"interesting_processes.csv",file,,"1970-01-01T00:00:00+00:00",0,"WILDCARD(app) WILDCARD(dest) WILDCARD(dest_pci_domain)",,,,,,1,"app,dest,dest_pci_domain,is_required,is_prohibited,is_secure,note"
ES,"PROD-ES-1|search_head","SA-EndpointProtection","interesting_services_lookup",system,global,"interesting_services.csv",file,,"1970-01-01T00:00:00+00:00",0,"WILDCARD(app) WILDCARD(dest) WILDCARD(dest_pci_domain)",,,,,,1,"app,dest,dest_pci_domain,is_required,is_prohibited,is_secure,note"
ES,"PROD-ES-1|search_head","SA-EndpointProtection","listeningports_tracker",system,global,,kvstore,"listeningports_tracker","1970-01-01T00:00:00+00:00",0,,,,,,,1,"_key,dest,dest_port,transport,firstTime,lastTime"
ES,"PROD-ES-1|search_head","SA-EndpointProtection","localprocesses_tracker",system,global,,kvstore,"localprocesses_tracker","1970-01-01T00:00:00+00:00",0,,,,,,,1,"_key,dest,process,firstTime,lastTime"
ES,"PROD-ES-1|search_head","SA-EndpointProtection","malware_operations_tracker",system,global,"malware_operations_tracker.csv",file,,"1970-01-01T00:00:00+00:00",0,,,,,,,,"_time,dest,dest_nt_domain,time_product_version,product_version,time_signature_version,signature_version,vendor_product"
ES,"PROD-ES-1|search_head","SA-EndpointProtection","malware_tracker",system,global,,kvstore,"malware_tracker","1970-01-01T00:00:00+00:00",0,,,,,,,1,"_key,dest,signature,firstTime,lastTime"
ES,"PROD-ES-1|search_head","SA-EndpointProtection","primary_function_lookup",system,global,"primary_functions.csv",file,,"1970-01-01T00:00:00+00:00",0,"WILDCARD(transport)",,,,,,1,"process,service,transport,port,is_primary,function"
ES,"PROD-ES-1|search_head","SA-EndpointProtection","registry_tracker",system,global,,kvstore,"registry_tracker","1970-01-01T00:00:00+00:00",0,,,,,,,,"_key,registry_path,registry_key_name,registry_value_name,registry_value_data,dest,firstTime,lastTime"
ES,"PROD-ES-1|search_head","SA-EndpointProtection","services_tracker",system,global,"services_tracker.csv",file,,"1970-01-01T00:00:00+00:00",0,,,,,,,,"dest,service,start_mode,firstTime,lastTime"
ES,"PROD-ES-1|search_head","SA-EndpointProtection","system_version_tracker",system,global,"system_version_tracker.csv",file,,"1970-01-01T00:00:00+00:00",0,,,,,,,,"_time,dest,os"
ES,"PROD-ES-1|search_head","SA-EndpointProtection","update_signature_reference_lookup",system,global,"update_signature_reference.csv",file,,"1970-01-01T00:00:00+00:00",0,,,,,,,1,"firstTime,lastTime,signature,signature_id,vendor_product"
ES,"PROD-ES-1|search_head","SA-EndpointProtection","useraccounts_tracker",system,global,,kvstore,"useraccounts_tracker","1970-01-01T00:00:00+00:00",0,,,,,,,1,"_key,firstTime,lastTime,dest,user,interactive"
ES,"PROD-ES-1|search_head","SA-IdentityManagement","administrative_identity_lookup",system,global,"administrative_identities.csv",file,,"1970-01-01T00:00:00+00:00",0,,,,,,,,"identity,prefix,nick,first,last,suffix,email,phone,phone2,managedBy,priority,bunit,category,watchlist,startDate,endDate,work_city,work_country,work_lat,work_long"
ES,"PROD-ES-1|search_head","SA-IdentityManagement","asset_identity_lookup_default_fields",system,global,"asset_identity_lookup_default_fields.csv",file,,"1970-01-01T00:00:00+00:00",0,,,,,,,1,"flags,host_pci_domain,host_is_expected,host_requires_av,host_should_timesync,host_should_update,orig_host_pci_domain,orig_host_is_expected,orig_host_requires_av,orig_host_should_timesync,orig_host_should_update,src_pci_domain,src_is_expected,src_requires_av,src_should_timesync,src_should_update,dest_pci_domain,dest_is_expected,dest_requires_av,dest_should_timesync,dest_should_update,dvc_pci_domain,dvc_is_expected,dvc_requires_av,dvc_should_timesync,dvc_should_update,src_user_watchlist,user_watchlist"
ES,"PROD-ES-1|search_head","SA-IdentityManagement","asset_lookup_by_cidr",system,global,,kvstore,"assets_by_cidr","1970-01-01T00:00:00+00:00",0,"CIDR(asset)",,,"NOT _delete=""true""",,,1,"_delete,_key,_last_updated,_sources,asset,asset_tag,bunit,category,city,country,dns,ip,is_expected,lat,long,mac,nt_host,owner,pci_domain,priority,requires_av,should_timesync,should_update"
ES,"PROD-ES-1|search_head","SA-IdentityManagement","asset_lookup_by_str",system,global,,kvstore,"assets_by_str","1970-01-01T00:00:00+00:00",0,,,,"NOT _delete=""true""",,,1,"_delete,_key,_last_updated,_sources,asset,asset_tag,bunit,category,city,country,dns,ip,is_expected,lat,long,mac,nt_host,owner,pci_domain,priority,requires_av,should_timesync,should_update"
ES,"PROD-ES-1|search_head","SA-IdentityManagement","asset_lookup_default_fields",system,global,"asset_lookup_default_fields.csv",file,,"1970-01-01T00:00:00+00:00",0,"WILDCARD(key)",,,,,,1,"key,pci_domain,is_expected,requires_av,should_timesync,should_update"
ES,"PROD-ES-1|search_head","SA-IdentityManagement","category_lookup",system,global,"categories.csv",file,,"1970-01-01T00:00:00+00:00",0,,,,,,,,"category,category_source"
ES,"PROD-ES-1|search_head","SA-IdentityManagement","demo_asset_lookup",system,global,"demo_assets.csv",file,,"1970-01-01T00:00:00+00:00",0,,,,,,,,"ip,mac,nt_host,dns,owner,priority,lat,long,city,country,bunit,category,pci_domain,is_expected,should_timesync,should_update,requires_av"
ES,"PROD-ES-1|search_head","SA-IdentityManagement","demo_identity_lookup",system,global,"demo_identities.csv",file,,"1970-01-01T00:00:00+00:00",0,,,,,,,,"identity,prefix,nick,first,last,suffix,email,phone,managedBy,priority,bunit,category,watchlist,startDate,endDate,work_city,work_country,work_lat,work_long"
ES,"PROD-ES-1|search_head","SA-IdentityManagement","identity_lookup_default_fields",system,global,"identity_lookup_default_fields.csv",file,,"1970-01-01T00:00:00+00:00",0,"WILDCARD(key)",,,,,,1,"key,watchlist"
ES,"PROD-ES-1|search_head","SA-IdentityManagement","identity_lookup_expanded",system,global,,kvstore,"identities_expanded","1970-01-01T00:00:00+00:00",0,,,,"NOT _delete=""true""",,,1,"_delete,_key,_last_updated,_sources,bunit,category,email,endDate,first,identity,identity_tag,last,managedBy,nick,phone,prefix,priority,startDate,suffix,watchlist,work_city,work_country,work_lat,work_long"
ES,"PROD-ES-1|search_head","SA-IdentityManagement","pci_domains_lookup",system,global,"pci_domains.csv",file,,"1970-01-01T00:00:00+00:00",0,,,,,,,,"pci_domain,pci_domain_source"
ES,"PROD-ES-1|search_head","SA-IdentityManagement","simple_asset_lookup",system,global,"assets.csv",file,,"1970-01-01T00:00:00+00:00",0,,,,,,,,"ip,mac,nt_host,dns,owner,priority,lat,long,city,country,bunit,category,pci_domain,is_expected,should_timesync,should_update,requires_av"
ES,"PROD-ES-1|search_head","SA-IdentityManagement","simple_identity_lookup",system,global,"identities.csv",file,,"1970-01-01T00:00:00+00:00",0,,,,,,,,"identity,prefix,nick,first,last,suffix,email,phone,phone2,managedBy,priority,bunit,category,watchlist,startDate,endDate,work_city,work_country,work_lat,work_long"
ES,"PROD-ES-1|search_head","SA-NetworkProtection","application_protocol_lookup",system,global,"application_protocols.csv",file,,"1970-01-01T00:00:00+00:00",0,,,,,,,1,"dest_port,transport,app"
ES,"PROD-ES-1|search_head","SA-NetworkProtection","certificate_tracker",system,global,,kvstore,"certificate_tracker","1970-01-01T00:00:00+00:00",0,,,,,,,,"_key,certificate_hash,certificate_issuer,certificate_issuer_commmon_name,certificate_issuer_email,certificate_issuer_unit,certificate_serial,certificate_subject,certificate_subject_commmon_name,certificate_subject_email,certificate_subject_unit,firstTime,lastTime"
ES,"PROD-ES-1|search_head","SA-NetworkProtection","communication_rule_tracker",system,global,,kvstore,"communication_rule_tracker","1970-01-01T00:00:00+00:00",0,,,,,,,1,"_key,month,year,count,dvc,rule,vendor_product"
ES,"PROD-ES-1|search_head","SA-NetworkProtection","ids_attack_tracker",system,global,,kvstore,"ids_attack_tracker","1970-01-01T00:00:00+00:00",0,,,,,,,1,"_key,ids_type,signature,vendor_product,firstTime,lastTime"
ES,"PROD-ES-1|search_head","SA-NetworkProtection","ids_category_tracker",system,global,"ids_category_tracker2.csv",file,,"1970-01-01T00:00:00+00:00",0,,,,,,,,"category,vendor_product,firstTime,lastTime"
ES,"PROD-ES-1|search_head","SA-NetworkProtection","port_protocol_tracker",system,global,"port_protocol_tracker.csv",file,,"1970-01-01T00:00:00+00:00",0,,,,,,,,"transport,dest_port,firstTime,lastTime"
ES,"PROD-ES-1|search_head","SA-NetworkProtection","prohibited_traffic_lookup_by_category",system,global,"prohibited_traffic.csv",file,,"1970-01-01T00:00:00+00:00",0,"WILDCARD(dest_port) WILDCARD(transport) WILDCARD(dest_category) WILDCARD(src_category)",,,,,,1,"transport,src_category,dest_category,src_pci_domain,dest_pci_domain,dest_port,is_prohibited,is_secure,note"
ES,"PROD-ES-1|search_head","SA-NetworkProtection","prohibited_traffic_lookup_by_pci_domain",system,global,"prohibited_traffic.csv",file,,"1970-01-01T00:00:00+00:00",0,"WILDCARD(dest_port) WILDCARD(transport) WILDCARD(dest_pci_domain) WILDCARD(src_pci_domain)",,,,,,1,"transport,src_category,dest_category,src_pci_domain,dest_pci_domain,dest_port,is_prohibited,is_secure,note"
ES,"PROD-ES-1|search_head","SA-NetworkProtection","vuln_signature_reference",system,global,"vuln_signature_reference2.csv",file,,"1970-01-01T00:00:00+00:00",0,,,,,,,1,"signature,vendor_product,cve,bugtraq,cert,msft,mskb,xref,firstTime,lastTime"
ES,"PROD-ES-1|search_head","SA-ThreatIntelligence","alexa_lookup_by_str",system,global,"alexa_by_str.csv",file,,"1970-01-01T00:00:00+00:00",0,,,,,,,1,"domain,rank"
ES,"PROD-ES-1|search_head","SA-ThreatIntelligence","asn_lookup_by_cidr",system,global,"asn_by_cidr.csv",file,,"1970-01-01T00:00:00+00:00",0,"CIDR(ip)",,,,,,1,"ip,description"
ES,"PROD-ES-1|search_head","SA-ThreatIntelligence","asn_lookup_by_cidr_ipv6",system,global,"asn_by_cidr_ipv6.csv",file,,"1970-01-01T00:00:00+00:00",0,"CIDR(ip)",,,,,,1,"ip,description"
ES,"PROD-ES-1|search_head","SA-ThreatIntelligence","asn_lookup_by_str",system,global,"asn_by_str.csv",file,,"1970-01-01T00:00:00+00:00",0,,,,,,,1,"ip,description"
ES,"PROD-ES-1|search_head","SA-ThreatIntelligence","bogonlist_lookup_by_cidr",system,global,"bogonlist.csv",file,,"1970-01-01T00:00:00+00:00",0,"CIDR(ip)",,,,,,1,"ip,is_bogon,is_internal"
ES,"PROD-ES-1|search_head","SA-ThreatIntelligence","correlationsearches_lookup",system,global,,kvstore,correlationsearches,"1970-01-01T00:00:00+00:00",0,,,,,,,1,"_key,security_domain,severity,rule_name,description,rule_title,rule_description,drilldown_name,drilldown_search,drilldown_earliest_offset,drilldown_latest_offset,default_status,default_owner,next_steps,investigation_profiles,extract_artifacts,recommended_actions"
ES,"PROD-ES-1|search_head","SA-ThreatIntelligence","expected_status_group_lookup",system,global,"expected_status_groups.csv",file,,"1970-01-01T00:00:00+00:00",0,,,,,,,,"status_group,count"
ES,"PROD-ES-1|search_head","SA-ThreatIntelligence","governance_lookup",system,global,,kvstore,governance,"1970-01-01T00:00:00+00:00",0,,,,,,,50,"_key,savedsearch,governance,control,tag,lookup_type"
ES,"PROD-ES-1|search_head","SA-ThreatIntelligence","incident_review_comment_lookup",system,global,,kvstore,"incident_review","1970-01-01T00:00:00+00:00",0,,,,,,,50,"_key,time,rule_id,comment,user"
ES,"PROD-ES-1|search_head","SA-ThreatIntelligence","incident_review_lookup",system,global,,kvstore,"incident_review","1970-01-01T00:00:00+00:00",0,,,,,,,,"_key,time,rule_id,rule_name,status,owner,urgency,comment,user"
ES,"PROD-ES-1|search_head","SA-ThreatIntelligence","investigationstatuses_lookup",system,global,,kvstore,reviewstatuses,"1970-01-01T00:00:00+00:00",0,,,,"status_type=""investigation""",,,1,"_key,status,disabled,hidden,status,label,description,default,end,selected,status_type"
ES,"PROD-ES-1|search_head","SA-ThreatIntelligence","mozilla_public_suffix_lookup",system,global,"mozilla_public_suffix.csv",file,,"1970-01-01T00:00:00+00:00",0,,,,,,,1,"length,domain,segments"
ES,"PROD-ES-1|search_head","SA-ThreatIntelligence","notable_owners_lookup",system,global,,kvstore,"notable_owners","1970-01-01T00:00:00+00:00",0,,,,,,,1,"_key,owner,realname"
ES,"PROD-ES-1|search_head","SA-ThreatIntelligence","notable_xref_lookup",system,global,,kvstore,"notable_xref","1970-01-01T00:00:00+00:00",0,,,,,,,50,"_key,notable_time,event_id,xref_name,xref_label,xref_id"
ES,"PROD-ES-1|search_head","SA-ThreatIntelligence","reviewstatuses_lookup",system,global,,kvstore,reviewstatuses,"1970-01-01T00:00:00+00:00",0,,,,"status_type=""notable""",,,1,"_key,status,disabled,hidden,status,label,description,default,end,selected,status_type"
ES,"PROD-ES-1|search_head","SA-ThreatIntelligence","risk_correlation_by_other_lookup",system,global,"risk_correlation_by_other.csv",file,,"1970-01-01T00:00:00+00:00",0,,,,,,1,,"risk_object,risk_object_type,risk_score"
ES,"PROD-ES-1|search_head","SA-ThreatIntelligence","risk_correlation_by_system_lookup",system,global,"risk_correlation_by_system.csv",file,,"1970-01-01T00:00:00+00:00",0,,,,,,1,,"risk_object,risk_score"
ES,"PROD-ES-1|search_head","SA-ThreatIntelligence","risk_correlation_by_user_lookup",system,global,"risk_correlation_by_user.csv",file,,"1970-01-01T00:00:00+00:00",0,,,,,,1,,"risk_object,risk_score"
ES,"PROD-ES-1|search_head","SA-ThreatIntelligence","risk_object_types_lookup",system,global,"risk_object_types.csv",file,,"1970-01-01T00:00:00+00:00",0,,,,,,,,"risk_object_type"
ES,"PROD-ES-1|search_head","SA-ThreatIntelligence","security_domain_lookup",system,global,"security_domains.csv",file,,"1970-01-01T00:00:00+00:00",0,,,,,,,,"security_domain,label"
ES,"PROD-ES-1|search_head","SA-ThreatIntelligence","urgency_lookup",system,global,"urgency.csv",file,,"1970-01-01T00:00:00+00:00",0,,,,,,,1,"severity,priority,urgency"
ES,"PROD-ES-1|search_head","SA-Utils","cron_schedule_map",system,global,"cron_schedule_map.csv",file,,"1970-01-01T00:00:00+00:00",0,,,,,,,1,"cron_schedule,c0,c5,c10,c15,c20,c25,c30,c35,c40,c45,c50,c55"
ES,"PROD-ES-1|search_head","SA-Utils",hex2dec,system,global,,external,,"1970-01-01T00:00:00+00:00",0,,,,,,,1,"hex,dec"
ES,"PROD-ES-1|search_head","SA-Utils","index_readiness_lookup",system,global,,kvstore,"index_readiness","1970-01-01T00:00:00+00:00",0,,,,,,,,"_key,count,readiness"
ES,"PROD-ES-1|search_head","SA-Utils",ip2long,system,global,,external,,"1970-01-01T00:00:00+00:00",0,,,,,,,1,"ip,long"
ES,"PROD-ES-1|search_head","SA-Utils","qualitative_thresholds_lookup",system,global,"qualitative_thresholds.csv",file,,"1970-01-01T00:00:00+00:00",0,,,,,,,,"qualitative_id,qualitative_label,threshold"
ES,"PROD-ES-1|search_head","SA-Utils","savedsearch_stats_lookup",system,global,,kvstore,"savedsearch_stats","1970-01-01T00:00:00+00:00",0,,,,,,,,"_key,avg_run_time,avg_event_count,avg_result_count,invocations,skipped,success,update_time"
ES,"PROD-ES-1|search_head","SA-Utils",sourcetype2namespace,system,global,"sourcetype2namespace.csv",file,,"1970-01-01T00:00:00+00:00",0,"WILDCARD(sourcetype)",,,,,,1,"sourcetype,namespace"
ES,"PROD-ES-1|search_head","SA-Utils","sourcetype_readiness_lookup",system,global,,kvstore,"sourcetype_readiness","1970-01-01T00:00:00+00:00",0,,,,,,,,"_key,readiness,update_time"
ES,"PROD-ES-1|search_head","SA-Utils","standard_deviations",system,global,"standard_deviations.csv",file,,"1970-01-01T00:00:00+00:00",0,,,,,,,,"stdev,stdev_label"
ES,"PROD-ES-1|search_head","SA-Utils","user_realnames_lookup",system,global,,kvstore,"user_realnames","1970-01-01T00:00:00+00:00",0,,,,,,,1,"_key,user,realname"
ES,"PROD-ES-1|search_head","SecKit_SA_idm_common","seckit_asset_lookup_by_dns_lookup",system,global,"assets_by_str.csv",file,,"1970-01-01T00:00:00+00:00",0,,,,,,,1,""
