"Splunk_Instance","Splunk_Roles",title,disabled,Type,app,author,FORMAT,REGEX,DELIMS,"CLEAN_KEYS","DEST_KEY",FIELDS,"MV_ADD","REPEAT_MATCH","SOURCE_KEY","WRITE_META",sharing,updated
CM1,"PROD-CM-1|cluster_master|search_head",octet,0,"regex-based",system,system,"","(?:2(?:5[0-5]|[0-4][0-9])|[0-1][0-9][0-9]|[0-9][0-9]?)",,1,"",,0,,"_raw",False,system,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head",os,0,"regex-based",system,system,"","(?i:(?<![a-z])(mac|windows|linux)(?![a-z]))",,1,"",,0,,"_raw",False,system,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","perfmon-kv",0,"delimiter-based",system,system,"","","""\n"",""=""",1,"",,0,,"_raw",False,system,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head",qstring,0,"regex-based",system,system,"","""(?<>[^""]*+)""",,1,"",,0,,"_raw",False,system,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head",registry,0,"delimiter-based",system,system,"","","""\n"",""=:""",1,"",,0,,"_raw",False,system,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","remote_searches_extractions_starting",0,"regex-based",system,system,"","^[^=\n]*search_id=(?P<search_id>[^,]+),\s+\w+=(?P<server>[^,]+),\s+\w+_\w+=(?P<active_searches>[^,]+).*?(search\=\')(?<search>.+)\ *?(', remote_ttl?)=(?P<remote_ttl>.+).*?(, apiStartTime\=\')(?<apiStartTime>.+)\ *?(', apiEndTime\=\')(?<apiEndTime>.+)\ *?(', savedsearch_name?)=""(?P<savedsearch_name>[^""]*)",,1,"",,0,,"_raw",False,system,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","remote_searches_extractions_terminated",0,"regex-based",system,system,"","^[^=\n]*search_id=(?P<search_id>[^,]+),\s+\w+=(?P<server>[^,]+),\s+\w+_\w+=(?P<active_searches>[^,]+),\s+\w+=(?P<elapsedTime>[^,]+).*?(search\=\')(?<search>.+)\ *?(', savedsearch_name?)=""(?P<savedsearch_name>[^""]*)",,1,"",,0,,"_raw",False,system,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head",reqstr,0,"regex-based",system,system,"","[^\s""]++",,1,"",,0,,"_raw",False,system,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head",sbstring,0,"regex-based",system,system,"","\[(?<>[^\]]*+)\]",,1,"",,0,,"_raw",False,system,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head",sendToTCP,0,"regex-based",system,system,tcpOutQueue,".",,1,queue,,0,,"_raw",False,system,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","send_to_nullqueue",0,"regex-based",system,system,nullQueue,".",,1,queue,,0,,"_raw",False,system,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","sendmail-extractions",0,"regex-based",system,system,"process::sendmail pid::$1 qid::$2","sendmail\[(\d+)\]: (\w+):",,1,"",,0,,"_raw",False,system,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","sendmail-pid",0,"regex-based",system,system,"pid::$1","\[(\d+)\]",,1,"",,0,,"_raw",False,system,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","sendmail-qid",0,"regex-based",system,system,"qid::$1","sendmail\[\d+\]: (\w+):",,1,"",,0,,"_raw",False,system,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","set_sourcetype_to_stash",0,"regex-based",system,system,"sourcetype::stash",".",,1,"MetaData:Sourcetype",,0,,"_raw",False,system,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","simple_uri",0,"regex-based",system,system,"","(?<uri>(?<uri_path>[^\s\?""]++)(?:\\?(?<uri_query>[^\s""]+))?)",,1,"",,0,,"_raw",False,system,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","simple_url",0,"regex-based",system,system,"","(?<url>\w++://(?<domain>[a-zA-Z0-9\-.:]++)(?:/[^\s""]*)?)",,1,"",,0,,"_raw",False,system,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","splunk-access-extractions",0,"regex-based",system,system,"","^[[nspaces:clientip]]\s++[[nspaces:ident]]\s++[[nspaces:user]]\s++[[sbstring:req_time]]\s++[[access-request]]\s++[[nspaces:status]]\s++[[nspaces:bytes]](?:\s++""(?<referer>[[bc_domain:referer_]]?+[^""]*+)""(?:\s++[[qstring:useragent]](?:\s++[[nspaces:vhost]])?(?:\s++[[nspaces:requestid]])?)?)?[[all:other]]",,1,"",,0,,"_raw",False,system,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","splunk-service-extractions",0,"regex-based",system,system,"","(?i)^(?:[^ ]* ){2}(?P<log_level>[^\s]*)\s+\[(?P<requestid>\w+)]\s+(?P<component>[^ ]+):(?P<line>\d+) - (?P<message>.+)",,1,"",,0,,"_raw",False,system,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","splunk_help",0,"regex-based",system,system,help,".",,1,"_MetaData:Index",,0,,"_raw",False,system,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","splunk_index_history",0,"regex-based",system,system,history,".",,1,"_MetaData:Index",,0,,"_raw",False,system,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","splunkd-disassembler",0,"regex-based",system,system,"$0 level::$1 component::$2","^\S+\s\S+\s+(\S+)\s+(\S+)",,1,"_meta",,0,,"_raw",False,system,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","stash_extract",0,"delimiter-based",system,system,"","",""","", ""=""",0,"",,1,,"_raw",False,system,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","strip-winevt-linebreaker",0,"regex-based",system,system,"$1","(?s)^(.*)---splunk-wevt-end-of-event---",,1,"_raw",,0,,"_raw",False,system,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","syslog-extractions",0,"regex-based",system,system,"process::$1 pid::$2","\s([^\s\[]+)(?:\[(\d+)\])?:\s",,1,"",,0,,"_raw",False,system,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","syslog-header-stripper-ts",0,"regex-based",system,system,"$1","^[A-Z][a-z]+\s+\d+\s\d+:\d+:\d+\s(.*)$",,1,"_raw",,0,,"_raw",False,system,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","syslog-header-stripper-ts-host",0,"regex-based",system,system,"$1","^[A-Z][a-z]+\s+\d+\s\d+:\d+:\d+\s[^\s]*\s(.*)$",,1,"_raw",,0,,"_raw",False,system,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","syslog-header-stripper-ts-host-proc",0,"regex-based",system,system,"$1","^[A-Z][a-z]+\s+\d+\s\d+:\d+:\d+\s.*?:\s(.*)$",,1,"_raw",,0,,"_raw",False,system,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","syslog-host",0,"regex-based",system,system,"host::$1",":\d\d\s+(?:\d+\s+|(?:user|daemon|local.?)\.\w+\s+)*\[?(\w[\w\.\-]{2,})\]?\s",,1,"MetaData:Host",,0,,"_raw",False,system,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","syslog-host-full",0,"regex-based",system,system,"host::$1","^[^\:]*\d\d\:\d\d\:\d\d[^\:]*?\s((\d+\.\d+\.\d+\.\d+)|(\w[\w\.\-]{2,})(?=\s+[^\s\:]+\:))",,1,"MetaData:Host",,0,,"_raw",False,system,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","syslog-process",0,"regex-based",system,system,"process::$1","\(([a-zA-Z0-9_]+)\)\[\d+\]:",,1,"",,0,,"_raw",False,system,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","tcpdump-endpoints",0,"regex-based",system,system,"src_ip::$1 src_port::$2 dest_ip::$3 dest_port::$4","(\d+\.\d+\.\d+\.\d+):(\d+) -> (\d+\.\d+\.\d+\.\d+):(\d+)",,1,"",,0,,"_raw",False,system,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head",uri,0,"regex-based",system,system,"","(?<uri>(?:\w++://(?<uri_domain>[^/\s]++))?(?<uri_path>(?<uri_root>/+(?:[^\s\?;=/]*+/+)*)(?<uri_file>[^\s\?;=?/]*+))(?:\?(?<uri_query>[^\s""]+))?)",,1,"",,0,,"_raw",False,system,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","uri_root",0,"regex-based",system,system,"","/++(?<root>(?:\\""|[^\s\?/""])++)/++",,1,"",,0,,"_raw",False,system,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","uri_seg",0,"regex-based",system,system,"","(?:\\""|[^\s\?/""])*+/++",,1,"",,0,,"_raw",False,system,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head",url,0,"regex-based",system,system,"","(?<url>[[alphas:proto]]://(?<domain>[a-zA-Z0-9\-.:]++)(?<uri>/[^\s""]*)?)",,1,"",,0,,"_raw",False,system,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","was-trlog-code",0,"regex-based",system,system,"code::$1","] ([a-fA-F0-9]{8})",,1,"",,0,,"_raw",False,system,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","weblogic-code",0,"regex-based",system,system,"code::$1","<BEA-([0-9]+)>",,1,"",,0,,"_raw",False,system,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","wel-col-kv",0,"regex-based",system,system,"$1::$2","\n([^:\n\r]+):[ \t]++([^\n]*)",,1,"",,1,,Message,False,system,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","wel-eq-kv",0,"delimiter-based",system,system,"","","""\n"",""=""",1,"",,1,,"_pre_msg",False,system,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","wel-message",0,"regex-based",system,system,"","(?sm)^(?<_pre_msg>.+)\nMessage=(?<Message>.+)$",,0,"",,0,,"_raw",False,system,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","wmi-host",0,"regex-based",system,system,"host::$1","(?m)ComputerName=(.+)",,1,"MetaData:Host",,0,,"_raw",False,system,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","wmi-override-host",0,"regex-based",system,system,"host::$1","(?m)wmi_hostname=(.+)",,1,"MetaData:Host",,0,,"_raw",False,system,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","extract_kv",0,"regex-based","ta-confversion",system,"test$1::$2","^[ \t]*([^\]\=]+?)[ \t]*=[ \t]*((?>.+|(?<=\\)[\r\n]+|)+)(?>[\r\n]+|$)",,1,"",,0,,"_raw",False,global,"2019-11-25T03:09:48+00:00"
ES,"PROD-ES-1|search_head","domain_from_url",0,"regex-based","DA-ESS-ThreatIntelligence",system,"url_domain::$1","^(?:http|https|ftp):\/\/(?:[a-zA-Z0-9\.\-]+(?::[a-zA-Z0-9]+)?@)?([^\/:]+)(?::[0-9]+)?",,1,"",,0,,url,False,global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","force_index_ioc",0,"regex-based","DA-ESS-ThreatIntelligence",system,ioc,".",,1,"_MetaData:Index",,0,,"_raw",False,global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","force_sourcetype_for_stix",0,"regex-based","DA-ESS-ThreatIntelligence",system,"$1","\<(stix:[^\s\>]+)",,1,"MetaData:Sourcetype",,0,,"_raw",False,global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","created_for_whois_system",0,"regex-based","SA-NetworkProtection",system,"created::$3","[\[]*((?i)(created\son|creation\sdate|created|commencement\sdate|record\sactivated|registered\son|registered\sdate|registration\sdate))[\]\.:\h\v\s]+([\V]+)",,1,"",,0,,"_raw",False,global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","domain_for_whois_system",0,"regex-based","SA-NetworkProtection",system,"domain::$1","Domain Name: ([^\r\n]+)",,1,"",,0,,"_raw",False,global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","expires_for_whois_system",0,"regex-based","SA-NetworkProtection",system,"expires::$3","[\[]*((?i)(renewal\sdate|expires\son|expiration\sdate|expiry\sdate|expires|expiry))[\]\.:\h\v\s]+([\V]+)",,1,"",,0,,"_raw",False,global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","nameservers_for_whois_system",0,"regex-based","SA-NetworkProtection",system,"nameservers::$3","((?i)(name\sservers|name\sserver|nameservers|[^\/]nameserver))[\.:\h]+([\V]+)",,1,"",,1,,"_raw",False,global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","nameservers_for_whois_system_multiline",0,"regex-based","SA-NetworkProtection",system,"nameservers::$3","((?im)(domain\sservers\sin\slisted\sorder|name\sservers))[\.:\s]+(.*?)[\r\n]{3}",,1,"",,0,,"_raw",False,global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","registrant_for_whois_system",0,"regex-based","SA-NetworkProtection",system,"registrant::$3","((?i)(registrant\sid|registrant))[\.:\h]+([\V]+)",,1,"",,0,,"_raw",False,global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","registrar_for_whois_system",0,"regex-based","SA-NetworkProtection",system,"registrar::$3","((?i)(registered\sthrough|registrar\sof\srecord|registrar\sname|registrar\sid|registrar))[\.:\h]+([\V]+)",,1,"",,0,,"_raw",False,global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","status_for_whois_system",0,"regex-based","SA-NetworkProtection",system,"status::$3","((?i)(status))[\.:\h]+([\V]+)",,1,"",,0,,"_raw",False,global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","tld_extract",0,"regex-based","SA-NetworkProtection",system,"tld::$1",".*\.(.+)",,1,"",,0,,dest,False,global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","updated_for_whois_system",0,"regex-based","SA-NetworkProtection",system,"updated::$3","[\[]*((?i)(last\supdated\son|last\supdated\sdate|last\supdate\sof\swhois\sdatabase|last\supdate|last\smodified|registration\sdate|updated\son|updated))[\]\.:\h\v\s]+([\V]+)",,1,"",,0,,"_raw",False,global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","drilldown_search_for_notable",0,"regex-based","SA-ThreatIntelligence",system,"drilldown_search::""$1""","drilldown_search=\""(.*?)(\"",\s*\S+\=)",,1,"",,0,,"_raw",False,global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","force_index_for_notable_text",0,"regex-based","SA-ThreatIntelligence",system,notable,".",,1,"_MetaData:Index",,0,,"_raw",False,global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","kv_for_incident_review",0,"delimiter-based","SA-ThreatIntelligence",system,"","",""",""",1,"","end_time,rule_id,rule_name,status,owner,urgency,comment,user,success",0,,"_raw",False,global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","orig_raw_for_notable",0,"regex-based","SA-ThreatIntelligence",system,"orig_raw::""$1""","orig_raw=\""(.*?[^\\])(\"",\s*\S+\=)",,1,"",,0,,"_raw",False,global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","orig_splunk_server-orig_index-orig_event_hash_for_notable",0,"regex-based","SA-ThreatIntelligence",system,"orig_indexer_guid::""$1"" orig_index::""$2"" orig_event_hash::""$3""","(.*?)\@\@(.*?)\@\@(.*)",,1,"",,0,,"orig_event_id",False,global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","rule_description_for_notable",0,"regex-based","SA-ThreatIntelligence",system,"rule_description::""$1""","rule_description=\""(.*?)(\"",\s*\S+\=)",,1,"",,0,,"_raw",False,global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","signature_for_nes_autodisable",0,"regex-based","SA-ThreatIntelligence",system,"signature::$1","(Detected expired suppression)",,1,"",,0,,"_raw",False,global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","suppression_for_nes_audit",0,"regex-based","SA-ThreatIntelligence",system,"suppression::$1","suppression(?:\=|\s+)\'?notable_suppression-([^';]+)",,1,"",,0,,"_raw",False,global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","makestreams_adhoc_sid_dot",0,"regex-based","SA-Utils",system,"orig_sid::$1.$3 orig_rid::$6 orig_action_name=makestreams","stream:makestreams_s_((rt_)?\w+)__(\d+)_(\d+)_(\w+)_(\d+)",,1,"",,0,,"MetaData:Source",true,global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","makestreams_saved",0,"regex-based","SA-Utils",system,"orig_sid::$1 orig_rid::$6 orig_action_name=makestreams","stream:makestreams_((rt_)?scheduler_\w+)_(\d+)_(?:[^_]+)_(?:\d+)",,1,"",,0,,"MetaData:Source",true,global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","makestreams_saved_rid_dot",0,"regex-based","SA-Utils",system,"orig_sid::$1 orig_rid::$5.$6 orig_action_name=makestreams","stream:makestreams_r_((rt_)?scheduler_\w+)_(\d+)_(\w+)_(\d+)__(\d+)",,1,"",,0,,"MetaData:Source",true,global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","app-view_for_splunk_web_access",0,"regex-based","Splunk_SA_CIM",system,"app::$1 view::$2","GET (?:/[^/]+){1,2}/app/([^/ ?]+)/([^/ ?]+)",,1,"",,0,,"_raw",False,global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","cim_email_domain",0,"regex-based","Splunk_SA_CIM",system,"email_domain::$1",".*@(.+)",,1,"",,0,,email,False,global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","cim_recipient_domain",0,"regex-based","Splunk_SA_CIM",system,"recipient_domain::$1",".*@(.+)",,1,"",,0,,recipient,False,global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","cim_src_user_domain",0,"regex-based","Splunk_SA_CIM",system,"src_user_domain::$1",".*@(.+)",,1,"",,0,,"src_user",False,global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","cim_ssl_issuer_common_name",0,"regex-based","Splunk_SA_CIM",system,"ssl_issuer_common_name::$1","CN\s*=(.*?)(?=[,;/]\s*(?:[A-Z]+|emailAddress)\s*=|$)",,1,"",,0,,"ssl_issuer",False,global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","cim_ssl_issuer_country",0,"regex-based","Splunk_SA_CIM",system,"ssl_issuer_country::$1","C\s*=(.*?)(?=[,;/]\s*(?:[A-Z]+|emailAddress)\s*=|$)",,1,"",,0,,"ssl_issuer",False,global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","cim_ssl_issuer_email",0,"regex-based","Splunk_SA_CIM",system,"ssl_issuer_email::$1","(?:E|emailAddress)\s*=(.*?)(?=[,;/]\s*(?:[A-Z]+|emailAddress)\s*=|$)",,1,"",,0,,"ssl_issuer",False,global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","cim_ssl_issuer_locality",0,"regex-based","Splunk_SA_CIM",system,"ssl_issuer_locality::$1","L\s*=(.*?)(?=[,;/]\s*(?:[A-Z]+|emailAddress)\s*=|$)",,1,"",,0,,"ssl_issuer",False,global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","cim_ssl_issuer_organization",0,"regex-based","Splunk_SA_CIM",system,"ssl_issuer_organization::$1","O\s*=(.*?)(?=[,;/]\s*(?:[A-Z]+|emailAddress)\s*=|$)",,1,"",,0,,"ssl_issuer",False,global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","cim_ssl_issuer_state",0,"regex-based","Splunk_SA_CIM",system,"ssl_issuer_state::$1","ST\s*=(.*?)(?=[,;/]\s*(?:[A-Z]+|emailAddress)\s*=|$)",,1,"",,0,,"_raw",False,global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","cim_ssl_issuer_street",0,"regex-based","Splunk_SA_CIM",system,"ssl_issuer_street::$1","STREET\s*=(.*?)(?=[,;/]\s*(?:[A-Z]+|emailAddress)\s*=|$)",,1,"",,0,,"ssl_issuer",False,global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","cim_ssl_issuer_unit",0,"regex-based","Splunk_SA_CIM",system,"ssl_issuer_unit::$1","OU\s*=(.*?)(?=[,;/]\s*(?:[A-Z]+|emailAddress)\s*=|$)",,1,"",,0,,"ssl_issuer",False,global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","cim_ssl_subject_common_name",0,"regex-based","Splunk_SA_CIM",system,"ssl_subject_common_name::$1","CN\s*=(.*?)(?=[,;/]\s*(?:[A-Z]+|emailAddress)\s*=|$)",,1,"",,0,,"ssl_subject",False,global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","cim_ssl_subject_country",0,"regex-based","Splunk_SA_CIM",system,"ssl_subject_country::$1","C\s*=(.*?)(?=[,;/]\s*(?:[A-Z]+|emailAddress)\s*=|$)",,1,"",,0,,"ssl_subject",False,global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","cim_ssl_subject_email",0,"regex-based","Splunk_SA_CIM",system,"ssl_subject_email::$1","(?:E|emailAddress)\s*=(.*?)(?=[,;/]\s*(?:[A-Z]+|emailAddress)\s*=|$)",,1,"",,0,,"ssl_subject",False,global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","cim_ssl_subject_locality",0,"regex-based","Splunk_SA_CIM",system,"ssl_subject_locality::$1","L\s*=(.*?)(?=[,;/]\s*(?:[A-Z]+|emailAddress)\s*=|$)",,1,"",,0,,"ssl_subject",False,global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","cim_ssl_subject_organization",0,"regex-based","Splunk_SA_CIM",system,"ssl_subject_organization::$1","O\s*=(.*?)(?=[,;/]\s*(?:[A-Z]+|emailAddress)\s*=|$)",,1,"",,0,,"ssl_subject",False,global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","cim_ssl_subject_state",0,"regex-based","Splunk_SA_CIM",system,"ssl_subject_state::$1","ST\s*=(.*?)(?=[,;/]\s*(?:[A-Z]+|emailAddress)\s*=|$)",,1,"",,0,,"ssl_subject",False,global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","cim_ssl_subject_street",0,"regex-based","Splunk_SA_CIM",system,"ssl_subject_street::$1","STREET\s*=(.*?)(?=[,;/]\s*(?:[A-Z]+|emailAddress)\s*=|$)",,1,"",,0,,"ssl_subject",False,global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","cim_ssl_subject_unit",0,"regex-based","Splunk_SA_CIM",system,"ssl_subject_unit::$1","OU\s*=(.*?)(?=[,;/]\s*(?:[A-Z]+|emailAddress)\s*=|$)",,1,"",,0,,"ssl_subject",False,global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","datamodel_for_audittrail",0,"regex-based","Splunk_SA_CIM",system,"datamodel::$1","(?:_ACCELERATE_|id=)DM_[^_]+_(.*?)(?:_ACCELERATE|\s)",,1,"",,0,,"_raw",False,global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","force_index_cim_modactions",0,"regex-based","Splunk_SA_CIM",system,"cim_modactions",".",,1,"_MetaData:Index",,0,,"_raw",False,global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","force_sourcetype_cim_modactions",0,"regex-based","Splunk_SA_CIM",system,"sourcetype::modular_alerts:$1","^.*[\\/](.+)_mod(?:alert|workflow).log$",,1,"MetaData:Sourcetype",,0,,"MetaData:Source",False,global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","orig_action_name_for_stash_cam",0,"regex-based","Splunk_SA_CIM",system,"$0 orig_action_name::$1","\*{3}Common\sAction\sModel\*{3}.*orig_action_name=\""([^""]+)",,1,"_meta",,0,,"_raw",False,global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","orig_rid_for_stash_cam",0,"regex-based","Splunk_SA_CIM",system,"$0 orig_rid::$1","\*{3}Common\sAction\sModel\*{3}.*orig_rid=\""([^""]+)",,1,"_meta",,0,,"_raw",False,global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","orig_sid_for_stash_cam",0,"regex-based","Splunk_SA_CIM",system,"$0 orig_sid::$1","\*{3}Common\sAction\sModel\*{3}.*orig_sid=\""([^""]+)",,1,"_meta",,0,,"_raw",False,global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","savedsearch_name_for_audittrail",0,"regex-based","Splunk_SA_CIM",system,"savedsearch_name::$1","savedsearch_name=\""([^\""]+)",,1,"",,0,,"_raw",False,global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","search_for_audittrail",0,"regex-based","Splunk_SA_CIM",system,"search::$1","(?s)\,\s*search=\'(.*?)\',\s*autojoin",,1,"",,0,,"_raw",False,global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","signature_for_sendmodalert",0,"regex-based","Splunk_SA_CIM",system,"signature::$1","sendmodalert.*(Alert\saction\sscript\scompleted|Invoking\smodular\salert\saction)",,1,"",,0,,"_raw",False,global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","sinkhole_cam_header",0,"regex-based","Splunk_SA_CIM",system,"$1","(?s)^\*{3}Common\sAction\sModel\*{3}[^\n]+\n(.*)",,1,"_raw",,0,,"_raw",False,global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","sourcetype_for_stash_cam",0,"regex-based","Splunk_SA_CIM",system,"sourcetype::$1","\*{3}Common\sAction\sModel\*{3}.*sourcetype=\""([^""]+)",,1,"MetaData:Sourcetype",,0,,"_raw",False,global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","user_for_audittrail",0,"regex-based","Splunk_SA_CIM",system,"user::$1","user\=([^,]+)",,1,"",,0,,"_raw",False,global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","vendor_object-vendor_object_path-for_splunk_endpoint_change",0,"regex-based","Splunk_SA_CIM",system,"vendor_object_path::$1 vendor_object::$2","path=""(\S+)/(\S+)""",,1,"",,0,,"_raw",False,global,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","vendor_object_category-vendor_status-for_splunk_endpoint_change",0,"regex-based","Splunk_SA_CIM",system,"vendor_object_category::$1","isdir=(\d)",,1,"",,0,,"_raw",False,global,"1970-01-01T00:00:00+00:00"
